"","Simulation","Member1","Member2","Member3","Member4","Member5","Score","Rank","Weight"
"data.17","sim818","MALONE BRODY","RICHARD FRED","GUIMARAES VITALIY","HONG ASHER","SKIRKEY IAN","260.463","3","1"
"data.18","sim819","CORMIER MATT","MALONE BRODY","HONG ASHER","BOCK CAMERON","WALKER COLT","259.207","2","2"
"data.19","sim820","MALONE BRODY","JUDA PAUL","YOUNG KHOI","WHITTENBURG DONNELL","NEDOROSCIK STEPHEN","259.16775","2","2"
"data.20","sim821","RICHARD FRED","JUDA PAUL","HONG ASHER","GUIMARAES VITALIY","MALONE BRODY","257.2445","3","1"
"data.21","sim822","MALONE BRODY","JUDA PAUL","WISKUS SHANE","WALKER COLT","WHITTENBURG DONNELL","260.18825","3","1"
"data.22","sim823","JUDA PAUL","MOLDAUER YUL","YOUNG KHOI","BRIONES BRANDON","WHITTENBURG DONNELL","259.79575","2","2"
"data.23","sim824","RICHARD FRED","WISKUS SHANE","MALONE BRODY","WHITTENBURG DONNELL","YOUNG KHOI","258.77525","3","1"
"data.24","sim825","MALONE BRODY","RICHARD FRED","JUDA PAUL","NEDOROSCIK STEPHEN","LOOS RILEY","257.91175","3","1"
"data.25","sim826","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","WALKER COLT","GUIMARAES VITALIY","260.149","2","2"
"data.26","sim827","JUDA PAUL","MALONE BRODY","YOUNG KHOI","WALKER COLT","GUIMARAES VITALIY","257.323","3","1"
"data.27","sim828","MALONE BRODY","PHILLIPS CURRAN","RICHARD FRED","NEDOROSCIK STEPHEN","HONG ASHER","260.73775","1","3"
"data.28","sim829","MALONE BRODY","GUIMARAES VITALIY","HONG ASHER","WISKUS SHANE","WALKER COLT","259.05","3","1"
"data.29","sim830","MALONE BRODY","YOUNG KHOI","HALE DALLAS","WALKER COLT","GUIMARAES VITALIY","259.207","2","2"
"data.30","sim831","JUDA PAUL","MALONE BRODY","GUIMARAES VITALIY","WISKUS SHANE","YOUNG KHOI","258.85375","2","2"
"data.31","sim832","JUDA PAUL","MALONE BRODY","HONG ASHER","SKIRKEY IAN","GUIMARAES VITALIY","258.22575","3","1"
"data.32","sim833","MALONE BRODY","MOLDAUER YUL","SUN BLAKE","GUIMARAES VITALIY","WHITTENBURG DONNELL","257.75475","3","1"
"data.33","sim834","JUDA PAUL","MALONE BRODY","MOLDAUER YUL","YOUNG KHOI","BRIONES BRANDON","259.40325","2","2"
"data.34","sim835","MALONE BRODY","KARNES JOSHUA","PHILLIPS CURRAN","WALKER COLT","WHITTENBURG DONNELL","258.30425","3","1"
"data.35","sim836","MALONE BRODY","RICHARD FRED","HALE DALLAS","HOOPES PATRICK","JUDA PAUL","257.28375","3","1"
"data.36","sim837","MALONE BRODY","RICHARD FRED","BOCK CAMERON","HONG ASHER","WHITTENBURG DONNELL","260.6985","1","3"
"data.37","sim838","JUDA PAUL","MALONE BRODY","RICHARD FRED","WALKER COLT","NEDOROSCIK STEPHEN","258.0295","3","1"
"data.38","sim839","HONG ASHER","GUIMARAES VITALIY","RICHARD FRED","PHILLIPS CURRAN","WALKER COLT","258.108","3","1"
"data.39","sim840","BURKHART TAYLOR","JUDA PAUL","GUIMARAES VITALIY","MOLDAUER YUL","SUN BLAKE","258.06875","3","1"
"data.40","sim841","BOCK CAMERON","HONG ASHER","GUIMARAES VITALIY","YOUNG KHOI","BRIONES BRANDON","258.5005","3","1"
"data.41","sim842","GAMBOA RAYDEL","MALONE BRODY","MOLDAUER YUL","YOUNG KHOI","HONG ASHER","258.69675","3","1"
"data.42","sim843","JUDA PAUL","MALONE BRODY","HONG ASHER","WALKER COLT","GUIMARAES VITALIY","259.5995","1","3"
"data.43","sim844","MALONE BRODY","HONG ASHER","WALKER COLT","YOUNG KHOI","WHITTENBURG DONNELL","257.36225","3","1"
"data.44","sim845","MALONE BRODY","RICHARD FRED","JUDA PAUL","WALKER COLT","WHITTENBURG DONNELL","258.38275","3","1"
"data.45","sim846","JUDA PAUL","MALONE BRODY","RICHARD FRED","HONG ASHER","WHITTENBURG DONNELL","261.52275","2","2"
"data.46","sim847","JUDA PAUL","PHILLIPS CURRAN","RICHARD FRED","HONG ASHER","GUIMARAES VITALIY","258.893","3","1"
"data.47","sim848","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","MOLDAUER YUL","WALKER COLT","260.5415","3","1"
"data.48","sim849","JUDA PAUL","MALONE BRODY","YOUNG KHOI","MOLDAUER YUL","WISKUS SHANE","258.9715","3","1"
"data.49","sim850","JUDA PAUL","RICHARD FRED","MOLDAUER YUL","GUIMARAES VITALIY","WHITTENBURG DONNELL","260.8555","1","3"
"data.50","sim851","JUDA PAUL","MALONE BRODY","GUIMARAES VITALIY","WISKUS SHANE","HONG ASHER","259.4425","3","1"
"data.51","sim852","HONG ASHER","JUDA PAUL","MALONE BRODY","WALKER COLT","BURKHART TAYLOR","260.10975","3","1"
"data.52","sim853","MALONE BRODY","HONG ASHER","JUDA PAUL","WHITTENBURG DONNELL","YOUNG KHOI","258.3435","3","1"
"data.53","sim854","MALONE BRODY","RICHARD FRED","JUDA PAUL","WALKER COLT","WHITTENBURG DONNELL","258.9715","3","1"
"data.54","sim855","MALONE BRODY","GUIMARAES VITALIY","HONG ASHER","WISKUS SHANE","SKIRKEY IAN","259.79575","3","1"
"data.55","sim856","BOCK CAMERON","JUDA PAUL","MALONE BRODY","WISKUS SHANE","RICHARD FRED","259.207","2","2"
"data.56","sim857","MALONE BRODY","RICHARD FRED","MOLDAUER YUL","WHITTENBURG DONNELL","HONG ASHER","259.24625","2","2"
"data.57","sim858","JUDA PAUL","LASIC IAN","HONG ASHER","RICHARD FRED","YOUNG KHOI","258.8145","2","2"
"data.58","sim859","BRIONES BRANDON","MALONE BRODY","KARNES JOSHUA","YOUNG KHOI","WHITTENBURG DONNELL","258.38275","3","1"
"data.59","sim860","JUDA PAUL","MALONE BRODY","HONG ASHER","GUIMARAES VITALIY","YOCKERS IGNACIO","257.166","3","1"
"data.60","sim861","MALONE BRODY","YOUNG KHOI","RICHARD FRED","PHILLIPS CURRAN","MOLDAUER YUL","258.53975","3","1"
"data.61","sim862","JUDA PAUL","MALONE BRODY","BOCK CAMERON","WALKER COLT","WHITTENBURG DONNELL","257.8725","3","1"
"data.62","sim863","MALONE BRODY","RICHARD FRED","GUIMARAES VITALIY","HALE DALLAS","WALKER COLT","258.53975","3","1"
"data.63","sim864","GUIMARAES VITALIY","MALONE BRODY","HONG ASHER","PHILLIPS CURRAN","JUDA PAUL","260.777","2","2"
"data.64","sim865","MALONE BRODY","WISKUS SHANE","ALFONSO JAVIER","YOUNG KHOI","PHILLIPS CURRAN","259.24625","3","1"
"data.65","sim866","JUDA PAUL","MALONE BRODY","RICHARD FRED","YOUNG KHOI","WHITTENBURG DONNELL","260.149","1","3"
"data.66","sim867","MALONE BRODY","RICHARD FRED","JUDA PAUL","YOUNG KHOI","HONG ASHER","258.108","2","2"
"data.67","sim868","MALONE BRODY","RICHARD FRED","WALKER COLT","PHILLIPS CURRAN","GUIMARAES VITALIY","257.51925","3","1"
"data.68","sim869","MALONE BRODY","PHILLIPS CURRAN","GUIMARAES VITALIY","HONG ASHER","WHITTENBURG DONNELL","261.091","2","2"
"data.69","sim870","MALONE BRODY","GUIMARAES VITALIY","WHITTENBURG DONNELL","CHOU J.R.","WALKER COLT","258.06875","3","1"
"data.70","sim871","MALONE BRODY","PHILLIPS CURRAN","WALKER COLT","WISKUS SHANE","GUIMARAES VITALIY","258.0295","3","1"
"data.71","sim872","BOCK CAMERON","MALONE BRODY","YOUNG KHOI","HONG ASHER","WALKER COLT","259.08925","1","3"
"data.72","sim873","JUDA PAUL","MALONE BRODY","MOLDAUER YUL","PHILLIPS CURRAN","WALKER COLT","258.30425","3","1"
"data.73","sim874","MALONE BRODY","JUDA PAUL","YOUNG KHOI","NEDOROSCIK STEPHEN","HONG ASHER","260.62","1","3"
"data.74","sim875","JUDA PAUL","MALONE BRODY","BOCK CAMERON","NEDOROSCIK STEPHEN","WHITTENBURG DONNELL","259.521","2","2"
"data.75","sim876","JUDA PAUL","MALONE BRODY","RICHARD FRED","WHITTENBURG DONNELL","GUIMARAES VITALIY","260.306","2","2"
"data.76","sim877","JUDA PAUL","MALONE BRODY","WISKUS SHANE","PHILLIPS CURRAN","NEDOROSCIK STEPHEN","261.36575","1","3"
"data.77","sim878","JUDA PAUL","MALONE BRODY","SUN BLAKE","YOUNG KHOI","LOOS RILEY","259.05","3","1"
"data.78","sim879","RICHARD FRED","WHITTENBURG DONNELL","HONG ASHER","GUIMARAES VITALIY","MALONE BRODY","257.8725","3","1"
"data.79","sim880","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","YOUNG KHOI","WALKER COLT","258.8145","3","1"
"data.80","sim881","JUDA PAUL","MALONE BRODY","HONG ASHER","YOUNG KHOI","PHILLIPS CURRAN","259.56025","3","1"
"data.81","sim882","MALONE BRODY","JUDA PAUL","WISKUS SHANE","HONG ASHER","YOUNG KHOI","259.16775","2","2"
"data.82","sim883","MALONE BRODY","PHILLIPS CURRAN","GUIMARAES VITALIY","HONG ASHER","WHITTENBURG DONNELL","260.3845","2","2"
"data.83","sim884","JUDA PAUL","MALONE BRODY","HONG ASHER","SKIRKEY IAN","WHITTENBURG DONNELL","259.1285","3","1"
"data.84","sim885","BOCK CAMERON","PHILLIPS CURRAN","HONG ASHER","YOUNG KHOI","MOLDAUER YUL","254.5755","4","0"
"data.85","sim886","PHILLIPS CURRAN","RICHARD FRED","JUDA PAUL","WALKER COLT","YOUNG KHOI","257.794","3","1"
"data.86","sim887","MALONE BRODY","WHITTENBURG DONNELL","BOCK CAMERON","NEDOROSCIK STEPHEN","HONG ASHER","260.306","2","2"
"data.87","sim888","JUDA PAUL","MALONE BRODY","WISKUS SHANE","SKIRKEY IAN","YOUNG KHOI","258.0295","3","1"
"data.88","sim889","JUDA PAUL","BOCK CAMERON","WHITTENBURG DONNELL","WISKUS SHANE","YOUNG KHOI","256.96975","3","1"
"data.89","sim890","MALONE BRODY","LOOS RILEY","YOUNG KHOI","WALKER COLT","WISKUS SHANE","257.67625","4","0"
"data.90","sim891","MALONE BRODY","PHILLIPS CURRAN","WALKER COLT","GUIMARAES VITALIY","MOLDAUER YUL","260.42375","3","1"
"data.91","sim892","MALONE BRODY","RICHARD FRED","YOUNG KHOI","SUN BLAKE","WHITTENBURG DONNELL","259.16775","2","2"
"data.92","sim893","PHILLIPS CURRAN","GUIMARAES VITALIY","LOOS RILEY","HONG ASHER","YOUNG KHOI","256.73425","3","1"
"data.93","sim894","JUDA PAUL","WISKUS SHANE","MALONE BRODY","MOLDAUER YUL","NEDOROSCIK STEPHEN","259.16775","3","1"
"data.94","sim895","JUDA PAUL","MALONE BRODY","MOLDAUER YUL","NEDOROSCIK STEPHEN","WHITTENBURG DONNELL","259.08925","3","1"
"data.95","sim896","JUDA PAUL","MALONE BRODY","GUIMARAES VITALIY","PHILLIPS CURRAN","WALKER COLT","260.34525","2","2"
"data.96","sim897","JUDA PAUL","MALONE BRODY","HONG ASHER","KARNES JOSHUA","WHITTENBURG DONNELL","258.265","3","1"
"data.97","sim898","MALONE BRODY","WALKER COLT","YOUNG KHOI","WHITTENBURG DONNELL","RICHARD FRED","258.61825","3","1"
"data.98","sim899","BOCK CAMERON","MOLDAUER YUL","WALKER COLT","YOUNG KHOI","WHITTENBURG DONNELL","257.59775","3","1"
"data.99","sim900","RICHARD FRED","HONG ASHER","CHOU J.R.","WALKER COLT","GUIMARAES VITALIY","257.8725","3","1"
