"","Simulation","Member1","Member2","Member3","Member4","Member5","Score","Rank","Weight"
"data.43","sim944","MALONE BRODY","RICHARD FRED","YOUNG KHOI","HONG ASHER","LOOS RILEY","259.2855","3","1"
"data.44","sim945","MALONE BRODY","WISKUS SHANE","GUIMARAES VITALIY","JUDA PAUL","YOUNG KHOI","261.83675","1","3"
"data.45","sim946","WISKUS SHANE","GUIMARAES VITALIY","SUN BLAKE","WALKER COLT","YOUNG KHOI","257.637","3","1"
"data.46","sim947","JUDA PAUL","MALONE BRODY","WHITTENBURG DONNELL","NEDOROSCIK STEPHEN","YOUNG KHOI","259.678","2","2"
"data.47","sim948","PHILLIPS CURRAN","HONG ASHER","YOUNG KHOI","JUDA PAUL","LOOS RILEY","259.01075","2","2"
"data.48","sim949","JUDA PAUL","MALONE BRODY","WISKUS SHANE","NEDOROSCIK STEPHEN","WHITTENBURG DONNELL","258.108","3","1"
"data.49","sim950","MALONE BRODY","PHILLIPS CURRAN","JUDA PAUL","HONG ASHER","YOUNG KHOI","259.992","2","2"
"data.50","sim951","MALONE BRODY","RICHARD FRED","JUDA PAUL","MOLDAUER YUL","WHITTENBURG DONNELL","258.108","3","1"
"data.51","sim952","MALONE BRODY","GUIMARAES VITALIY","PHILLIPS CURRAN","WHITTENBURG DONNELL","HONG ASHER","257.91175","3","1"
"data.52","sim953","MALONE BRODY","RICHARD FRED","YOUNG KHOI","HONG ASHER","WALKER COLT","259.678","2","2"
"data.53","sim954","CHOU J.R.","MALONE BRODY","GUIMARAES VITALIY","WISKUS SHANE","HONG ASHER","259.40325","4","0"
"data.54","sim955","MALONE BRODY","RICHARD FRED","MOLDAUER YUL","HONG ASHER","GUIMARAES VITALIY","260.5415","2","2"
"data.55","sim956","MALONE BRODY","PHILLIPS CURRAN","JUDA PAUL","GUIMARAES VITALIY","WHITTENBURG DONNELL","260.58075","2","2"
"data.56","sim957","BOCK CAMERON","MALONE BRODY","MOLDAUER YUL","WHITTENBURG DONNELL","YOUNG KHOI","258.108","4","0"
"data.57","sim958","CHOU J.R.","MALONE BRODY","NEDOROSCIK STEPHEN","LOOS RILEY","MOLDAUER YUL","257.20525","2","2"
"data.58","sim959","MALONE BRODY","JUDA PAUL","WISKUS SHANE","HONG ASHER","WHITTENBURG DONNELL","258.46125","3","1"
"data.59","sim960","JUDA PAUL","MALONE BRODY","WALKER COLT","SKIRKEY IAN","MOLDAUER YUL","258.1865","3","1"
"data.60","sim961","JUDA PAUL","MALONE BRODY","RICHARD FRED","WALKER COLT","YOUNG KHOI","258.06875","3","1"
"data.61","sim962","HONG ASHER","WISKUS SHANE","GUIMARAES VITALIY","SUN BLAKE","WHITTENBURG DONNELL","255.125","4","0"
"data.62","sim963","MOLDAUER YUL","RICHARD FRED","MALONE BRODY","WALKER COLT","HONG ASHER","258.8145","3","1"
"data.63","sim964","MALONE BRODY","PHILLIPS CURRAN","RICHARD FRED","HONG ASHER","YOUNG KHOI","261.44425","2","2"
"data.64","sim965","MALONE BRODY","GUIMARAES VITALIY","MOLDAUER YUL","WALKER COLT","PHILLIPS CURRAN","256.49875","3","1"
"data.65","sim966","JUDA PAUL","MALONE BRODY","HONG ASHER","HALE DALLAS","PHILLIPS CURRAN","257.51925","3","1"
"data.66","sim967","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","WHITTENBURG DONNELL","HONG ASHER","258.22575","3","1"
"data.67","sim968","BURKHART TAYLOR","GUIMARAES VITALIY","WISKUS SHANE","YOUNG KHOI","MALONE BRODY","255.0465","3","1"
"data.68","sim969","BRIONES BRANDON","MALONE BRODY","HONG ASHER","WHITTENBURG DONNELL","YOUNG KHOI","258.1865","3","1"
"data.69","sim970","JUDA PAUL","MALONE BRODY","WISKUS SHANE","WHITTENBURG DONNELL","YOUNG KHOI","262.07225","1","3"
"data.70","sim971","RICHARD FRED","HONG ASHER","WALKER COLT","YOUNG KHOI","LOOS RILEY","259.48175","2","2"
"data.71","sim972","JUDA PAUL","MALONE BRODY","BOCK CAMERON","YOUNG KHOI","HONG ASHER","259.678","2","2"
"data.72","sim973","JUDA PAUL","MALONE BRODY","GUIMARAES VITALIY","WALKER COLT","YOUNG KHOI","259.71725","3","1"
"data.73","sim974","GUIMARAES VITALIY","MOLDAUER YUL","YOUNG KHOI","HONG ASHER","WHITTENBURG DONNELL","259.87425","3","1"
"data.74","sim975","PHILLIPS CURRAN","RICHARD FRED","GUIMARAES VITALIY","HONG ASHER","JUDA PAUL","258.53975","2","2"
"data.75","sim976","MALONE BRODY","RICHARD FRED","NEDOROSCIK STEPHEN","WHITTENBURG DONNELL","JUDA PAUL","257.83325","3","1"
"data.76","sim977","JUDA PAUL","MALONE BRODY","RICHARD FRED","CHOU J.R.","WISKUS SHANE","256.695","3","1"
"data.77","sim978","JUDA PAUL","MALONE BRODY","GUIMARAES VITALIY","WALKER COLT","HALE DALLAS","258.3435","3","1"
"data.78","sim979","MALONE BRODY","WISKUS SHANE","JUDA PAUL","YOUNG KHOI","RICHARD FRED","258.5005","3","1"
"data.79","sim980","BRIONES BRANDON","MALONE BRODY","WISKUS SHANE","WALKER COLT","GUIMARAES VITALIY","257.48","3","1"
"data.80","sim981","JUDA PAUL","RICHARD FRED","WISKUS SHANE","WALKER COLT","YOUNG KHOI","258.93225","2","2"
"data.81","sim982","JUDA PAUL","MALONE BRODY","CHOU J.R.","WHITTENBURG DONNELL","YOUNG KHOI","258.06875","3","1"
"data.82","sim983","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","HONG ASHER","YOUNG KHOI","260.42375","3","1"
"data.83","sim984","MALONE BRODY","RICHARD FRED","LASIC IAN","WALKER COLT","WISKUS SHANE","257.59775","3","1"
"data.84","sim985","JUDA PAUL","RICHARD FRED","MALONE BRODY","WALKER COLT","WHITTENBURG DONNELL","259.56025","2","2"
"data.85","sim986","MALONE BRODY","WISKUS SHANE","HONG ASHER","WALKER COLT","GUIMARAES VITALIY","258.3435","3","1"
"data.86","sim987","RICHARD FRED","MALONE BRODY","MOLDAUER YUL","WALKER COLT","WHITTENBURG DONNELL","258.3435","4","0"
"data.87","sim988","CHOU J.R.","JUDA PAUL","RICHARD FRED","WALKER COLT","LOOS RILEY","258.14725","3","1"
"data.88","sim989","MALONE BRODY","WISKUS SHANE","PHILLIPS CURRAN","WHITTENBURG DONNELL","YOUNG KHOI","257.91175","3","1"
"data.89","sim990","MOLDAUER YUL","HONG ASHER","PHILLIPS CURRAN","WALKER COLT","MALONE BRODY","259.521","3","1"
"data.90","sim991","MALONE BRODY","ALFONSO JAVIER","GUIMARAES VITALIY","YOUNG KHOI","HONG ASHER","257.794","3","1"
"data.91","sim992","MALONE BRODY","PHILLIPS CURRAN","WISKUS SHANE","MOLDAUER YUL","WHITTENBURG DONNELL","258.77525","3","1"
"data.92","sim993","MALONE BRODY","WISKUS SHANE","MOLDAUER YUL","CHOU J.R.","JUDA PAUL","260.65925","2","2"
"data.93","sim994","MALONE BRODY","PHILLIPS CURRAN","WALKER COLT","GUIMARAES VITALIY","YOUNG KHOI","260.10975","3","1"
"data.94","sim995","MALONE BRODY","YOUNG KHOI","RICHARD FRED","NEDOROSCIK STEPHEN","HONG ASHER","258.77525","2","2"
"data.95","sim996","MALONE BRODY","MOLDAUER YUL","WISKUS SHANE","GUIMARAES VITALIY","NEDOROSCIK STEPHEN","258.53975","2","2"
"data.96","sim997","MALONE BRODY","JUDA PAUL","YOUNG KHOI","GUIMARAES VITALIY","MOLDAUER YUL","258.93225","2","2"
"data.97","sim998","JUDA PAUL","MALONE BRODY","MOLDAUER YUL","HONG ASHER","BRIONES BRANDON","260.97325","2","2"
"data.98","sim999","JUDA PAUL","HONG ASHER","GUIMARAES VITALIY","BRIONES BRANDON","WALKER COLT","257.7155","3","1"
"data.99","sim1000","JUDA PAUL","MALONE BRODY","RICHARD FRED","YOUNG KHOI","HONG ASHER","260.03125","3","1"
