"","Simulation","Member1","Member2","Member3","Member4","Member5","Score","Rank","Weight"
"data.14","sim615","MALONE BRODY","JUDA PAUL","HONG ASHER","WALKER COLT","NEDOROSCIK STEPHEN","257.28375","3","1"
"data.15","sim616","MALONE BRODY","WALKER COLT","HONG ASHER","WHITTENBURG DONNELL","PHILLIPS CURRAN","257.28375","3","1"
"data.16","sim617","HONG ASHER","MALONE BRODY","WHITTENBURG DONNELL","YOUNG KHOI","WALKER COLT","258.422","3","1"
"data.17","sim618","HONG ASHER","PHILLIPS CURRAN","WHITTENBURG DONNELL","MALONE BRODY","NEDOROSCIK STEPHEN","254.30075","3","1"
"data.18","sim619","JUDA PAUL","MALONE BRODY","WALKER COLT","WHITTENBURG DONNELL","NEDOROSCIK STEPHEN","257.51925","3","1"
"data.19","sim620","JUDA PAUL","MALONE BRODY","HONG ASHER","YOUNG KHOI","WALKER COLT","258.69675","3","1"
"data.20","sim621","MALONE BRODY","PHILLIPS CURRAN","HONG ASHER","JUDA PAUL","YOUNG KHOI","259.16775","3","1"
"data.21","sim622","JUDA PAUL","MALONE BRODY","HONG ASHER","YOUNG KHOI","NEDOROSCIK STEPHEN","257.0875","3","1"
"data.22","sim623","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","WHITTENBURG DONNELL","WALKER COLT","258.3435","2","2"
"data.23","sim624","JUDA PAUL","MALONE BRODY","HONG ASHER","YOUNG KHOI","WHITTENBURG DONNELL","259.5995","3","1"
"data.24","sim625","JUDA PAUL","MALONE BRODY","WALKER COLT","YOUNG KHOI","HONG ASHER","259.08925","3","1"
"data.25","sim626","HONG ASHER","JUDA PAUL","WHITTENBURG DONNELL","YOUNG KHOI","NEDOROSCIK STEPHEN","256.26325","3","1"
"data.26","sim627","JUDA PAUL","MALONE BRODY","HONG ASHER","YOUNG KHOI","NEDOROSCIK STEPHEN","257.12675","3","1"
"data.27","sim628","JUDA PAUL","MALONE BRODY","HONG ASHER","WHITTENBURG DONNELL","NEDOROSCIK STEPHEN","256.10625","3","1"
"data.28","sim629","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","HONG ASHER","WALKER COLT","258.579","3","1"
"data.29","sim630","JUDA PAUL","MALONE BRODY","HONG ASHER","WALKER COLT","NEDOROSCIK STEPHEN","257.83325","3","1"
"data.30","sim631","JUDA PAUL","WALKER COLT","HONG ASHER","PHILLIPS CURRAN","NEDOROSCIK STEPHEN","258.9715","3","1"
"data.31","sim632","MALONE BRODY","WHITTENBURG DONNELL","HONG ASHER","YOUNG KHOI","PHILLIPS CURRAN","255.08575","4","0"
"data.32","sim633","JUDA PAUL","MALONE BRODY","WHITTENBURG DONNELL","HONG ASHER","NEDOROSCIK STEPHEN","258.3435","3","1"
"data.33","sim634","JUDA PAUL","MALONE BRODY","WALKER COLT","NEDOROSCIK STEPHEN","HONG ASHER","257.2445","3","1"
"data.34","sim635","JUDA PAUL","MALONE BRODY","WHITTENBURG DONNELL","WALKER COLT","NEDOROSCIK STEPHEN","258.69675","2","2"
"data.35","sim636","MALONE BRODY","PHILLIPS CURRAN","WHITTENBURG DONNELL","HONG ASHER","YOUNG KHOI","258.61825","3","1"
"data.36","sim637","MALONE BRODY","HONG ASHER","WALKER COLT","YOUNG KHOI","NEDOROSCIK STEPHEN","255.87075","3","1"
"data.37","sim638","HONG ASHER","JUDA PAUL","MALONE BRODY","WALKER COLT","NEDOROSCIK STEPHEN","259.1285","3","1"
"data.38","sim639","JUDA PAUL","MALONE BRODY","HONG ASHER","WHITTENBURG DONNELL","YOUNG KHOI","256.7735","4","0"
"data.39","sim640","JUDA PAUL","MALONE BRODY","WALKER COLT","YOUNG KHOI","HONG ASHER","255.6745","4","0"
"data.40","sim641","MALONE BRODY","WALKER COLT","HONG ASHER","YOUNG KHOI","WHITTENBURG DONNELL","256.9305","3","1"
"data.41","sim642","PHILLIPS CURRAN","YOUNG KHOI","WHITTENBURG DONNELL","MALONE BRODY","HONG ASHER","256.1455","4","0"
"data.42","sim643","JUDA PAUL","MALONE BRODY","YOUNG KHOI","HONG ASHER","WALKER COLT","257.8725","3","1"
"data.43","sim644","HONG ASHER","MALONE BRODY","WHITTENBURG DONNELL","YOUNG KHOI","WALKER COLT","255.91","3","1"
"data.44","sim645","JUDA PAUL","MALONE BRODY","WHITTENBURG DONNELL","HONG ASHER","YOUNG KHOI","259.01075","3","1"
"data.45","sim646","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","WHITTENBURG DONNELL","WALKER COLT","260.306","3","1"
"data.46","sim647","MALONE BRODY","PHILLIPS CURRAN","YOUNG KHOI","JUDA PAUL","HONG ASHER","260.934","1","3"
"data.47","sim648","JUDA PAUL","MALONE BRODY","WHITTENBURG DONNELL","HONG ASHER","PHILLIPS CURRAN","259.63875","2","2"
"data.48","sim649","HONG ASHER","MALONE BRODY","WALKER COLT","YOUNG KHOI","NEDOROSCIK STEPHEN","260.149","2","2"
"data.49","sim650","JUDA PAUL","MALONE BRODY","WHITTENBURG DONNELL","PHILLIPS CURRAN","WALKER COLT","258.53975","3","1"
"data.50","sim651","MALONE BRODY","HONG ASHER","JUDA PAUL","YOUNG KHOI","SUN BLAKE","260.0705","2","2"
"data.51","sim652","WALKER COLT","WHITTENBURG DONNELL","YOUNG KHOI","MALONE BRODY","NEDOROSCIK STEPHEN","257.20525","3","1"
"data.52","sim653","JUDA PAUL","WALKER COLT","HONG ASHER","WHITTENBURG DONNELL","YOUNG KHOI","257.794","3","1"
"data.53","sim654","PHILLIPS CURRAN","WALKER COLT","HONG ASHER","WHITTENBURG DONNELL","YOUNG KHOI","257.04825","3","1"
"data.54","sim655","MALONE BRODY","HONG ASHER","WHITTENBURG DONNELL","YOUNG KHOI","WALKER COLT","260.0705","2","2"
"data.55","sim656","MALONE BRODY","PHILLIPS CURRAN","WHITTENBURG DONNELL","YOUNG KHOI","HONG ASHER","258.30425","3","1"
"data.56","sim657","JUDA PAUL","MALONE BRODY","YOUNG KHOI","WALKER COLT","NEDOROSCIK STEPHEN","257.951","3","1"
"data.57","sim658","JUDA PAUL","MALONE BRODY","HONG ASHER","NEDOROSCIK STEPHEN","YOUNG KHOI","255.8315","3","1"
"data.58","sim659","HONG ASHER","JUDA PAUL","PHILLIPS CURRAN","WALKER COLT","NEDOROSCIK STEPHEN","255.282","3","1"
"data.59","sim660","MALONE BRODY","WHITTENBURG DONNELL","HONG ASHER","PHILLIPS CURRAN","YOUNG KHOI","256.73425","4","0"
"data.60","sim661","MALONE BRODY","PHILLIPS CURRAN","WALKER COLT","YOUNG KHOI","WHITTENBURG DONNELL","258.5005","3","1"
"data.61","sim662","JUDA PAUL","MALONE BRODY","HONG ASHER","SUN BLAKE","WHITTENBURG DONNELL","258.85375","3","1"
"data.62","sim663","JUDA PAUL","MALONE BRODY","YOUNG KHOI","SUN BLAKE","HONG ASHER","257.48","3","1"
"data.63","sim664","HONG ASHER","JUDA PAUL","MALONE BRODY","WALKER COLT","YOUNG KHOI","257.8725","3","1"
"data.64","sim665","JUDA PAUL","MALONE BRODY","WALKER COLT","HONG ASHER","NEDOROSCIK STEPHEN","256.3025","3","1"
"data.65","sim666","JUDA PAUL","MALONE BRODY","HONG ASHER","YOUNG KHOI","WALKER COLT","256.26325","4","0"
"data.66","sim667","JUDA PAUL","MALONE BRODY","WALKER COLT","PHILLIPS CURRAN","YOUNG KHOI","257.166","4","0"
"data.67","sim668","HONG ASHER","JUDA PAUL","MALONE BRODY","YOUNG KHOI","SUN BLAKE","259.9135","2","2"
"data.68","sim669","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","HONG ASHER","SUN BLAKE","256.49875","3","1"
"data.69","sim670","MALONE BRODY","WHITTENBURG DONNELL","WALKER COLT","YOUNG KHOI","NEDOROSCIK STEPHEN","260.42375","3","1"
"data.70","sim671","JUDA PAUL","MALONE BRODY","YOUNG KHOI","WHITTENBURG DONNELL","WALKER COLT","259.5995","2","2"
"data.71","sim672","JUDA PAUL","MALONE BRODY","WALKER COLT","HONG ASHER","NEDOROSCIK STEPHEN","259.4425","2","2"
"data.72","sim673","JUDA PAUL","WHITTENBURG DONNELL","MALONE BRODY","YOUNG KHOI","HONG ASHER","257.7155","3","1"
"data.73","sim674","MALONE BRODY","PHILLIPS CURRAN","HONG ASHER","WALKER COLT","YOUNG KHOI","256.42025","4","0"
"data.74","sim675","JUDA PAUL","MALONE BRODY","HONG ASHER","PHILLIPS CURRAN","SUN BLAKE","260.5415","1","3"
"data.75","sim676","JUDA PAUL","WALKER COLT","YOUNG KHOI","HONG ASHER","WHITTENBURG DONNELL","256.57725","3","1"
"data.76","sim677","JUDA PAUL","MALONE BRODY","YOUNG KHOI","HONG ASHER","WALKER COLT","258.06875","3","1"
"data.77","sim678","HONG ASHER","JUDA PAUL","PHILLIPS CURRAN","WALKER COLT","YOUNG KHOI","256.02775","3","1"
"data.78","sim679","JUDA PAUL","MALONE BRODY","WALKER COLT","WHITTENBURG DONNELL","YOUNG KHOI","258.06875","3","1"
"data.79","sim680","JUDA PAUL","MALONE BRODY","HONG ASHER","WALKER COLT","NEDOROSCIK STEPHEN","257.637","3","1"
"data.80","sim681","JUDA PAUL","MALONE BRODY","HONG ASHER","SUN BLAKE","WHITTENBURG DONNELL","254.77175","4","0"
"data.81","sim682","JUDA PAUL","MALONE BRODY","WALKER COLT","HONG ASHER","WHITTENBURG DONNELL","259.2855","2","2"
"data.82","sim683","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","YOUNG KHOI","HONG ASHER","256.65575","3","1"
"data.83","sim684","MALONE BRODY","PHILLIPS CURRAN","WHITTENBURG DONNELL","WALKER COLT","YOUNG KHOI","257.83325","2","2"
"data.84","sim685","MALONE BRODY","WHITTENBURG DONNELL","JUDA PAUL","YOUNG KHOI","NEDOROSCIK STEPHEN","256.49875","3","1"
"data.85","sim686","JUDA PAUL","MALONE BRODY","HONG ASHER","NEDOROSCIK STEPHEN","WALKER COLT","259.364","2","2"
"data.86","sim687","JUDA PAUL","MALONE BRODY","HONG ASHER","YOUNG KHOI","WALKER COLT","258.1865","3","1"
"data.87","sim688","JUDA PAUL","MALONE BRODY","YOUNG KHOI","HONG ASHER","WHITTENBURG DONNELL","256.65575","3","1"
"data.88","sim689","HONG ASHER","MALONE BRODY","WALKER COLT","WHITTENBURG DONNELL","YOUNG KHOI","256.26325","3","1"
"data.89","sim690","JUDA PAUL","MALONE BRODY","HONG ASHER","WALKER COLT","WHITTENBURG DONNELL","257.5585","3","1"
"data.90","sim691","JUDA PAUL","MALONE BRODY","HONG ASHER","WALKER COLT","WHITTENBURG DONNELL","260.5415","3","1"
"data.91","sim692","JUDA PAUL","MALONE BRODY","HONG ASHER","YOUNG KHOI","WALKER COLT","258.108","3","1"
"data.92","sim693","JUDA PAUL","MALONE BRODY","YOUNG KHOI","NEDOROSCIK STEPHEN","WALKER COLT","252.88775","5","0"
"data.93","sim694","HONG ASHER","JUDA PAUL","PHILLIPS CURRAN","WALKER COLT","NEDOROSCIK STEPHEN","258.06875","3","1"
"data.94","sim695","JUDA PAUL","MALONE BRODY","WHITTENBURG DONNELL","HONG ASHER","NEDOROSCIK STEPHEN","256.538","3","1"
"data.95","sim696","JUDA PAUL","YOUNG KHOI","MALONE BRODY","HONG ASHER","SUN BLAKE","252.02425","4","0"
"data.96","sim697","JUDA PAUL","MALONE BRODY","HONG ASHER","WALKER COLT","NEDOROSCIK STEPHEN","256.02775","4","0"
"data.97","sim698","HONG ASHER","JUDA PAUL","MALONE BRODY","WALKER COLT","NEDOROSCIK STEPHEN","259.63875","2","2"
"data.98","sim699","JUDA PAUL","MALONE BRODY","HONG ASHER","YOUNG KHOI","PHILLIPS CURRAN","256.42025","3","1"
"data.99","sim700","MALONE BRODY","HONG ASHER","WHITTENBURG DONNELL","YOUNG KHOI","NEDOROSCIK STEPHEN","259.9135","2","2"
"data.100","sim701","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","WHITTENBURG DONNELL","YOUNG KHOI","259.5995","2","2"
"data.101","sim702","JUDA PAUL","MALONE BRODY","WALKER COLT","PHILLIPS CURRAN","YOUNG KHOI","260.50225","2","2"
"data.102","sim703","MALONE BRODY","PHILLIPS CURRAN","HONG ASHER","JUDA PAUL","NEDOROSCIK STEPHEN","255.94925","3","1"
"data.103","sim704","JUDA PAUL","MALONE BRODY","WALKER COLT","WHITTENBURG DONNELL","YOUNG KHOI","257.009","3","1"
"data.104","sim705","WALKER COLT","WHITTENBURG DONNELL","YOUNG KHOI","HONG ASHER","MALONE BRODY","256.7735","3","1"
"data.105","sim706","HONG ASHER","JUDA PAUL","MALONE BRODY","WHITTENBURG DONNELL","YOUNG KHOI","259.992","1","3"
"data.106","sim707","HONG ASHER","JUDA PAUL","MALONE BRODY","WHITTENBURG DONNELL","YOUNG KHOI","258.93225","3","1"
"data.107","sim708","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","HONG ASHER","NEDOROSCIK STEPHEN","257.7155","3","1"
"data.108","sim709","MALONE BRODY","WHITTENBURG DONNELL","YOUNG KHOI","WALKER COLT","PHILLIPS CURRAN","256.26325","4","0"
"data.109","sim710","JUDA PAUL","MALONE BRODY","HONG ASHER","NEDOROSCIK STEPHEN","WHITTENBURG DONNELL","257.48","4","0"
"data.110","sim711","MALONE BRODY","PHILLIPS CURRAN","YOUNG KHOI","HONG ASHER","WHITTENBURG DONNELL","259.05","3","1"
"data.111","sim712","JUDA PAUL","MALONE BRODY","WHITTENBURG DONNELL","SUN BLAKE","WALKER COLT","258.579","3","1"
"data.112","sim713","JUDA PAUL","MALONE BRODY","HONG ASHER","WALKER COLT","NEDOROSCIK STEPHEN","257.166","3","1"
"data.113","sim714","JUDA PAUL","MALONE BRODY","YOUNG KHOI","WALKER COLT","HONG ASHER","258.69675","3","1"
"data.114","sim715","MALONE BRODY","YOUNG KHOI","JUDA PAUL","WALKER COLT","NEDOROSCIK STEPHEN","254.654","4","0"
"data.115","sim716","JUDA PAUL","MALONE BRODY","WHITTENBURG DONNELL","NEDOROSCIK STEPHEN","HONG ASHER","260.463","2","2"
"data.116","sim717","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","HONG ASHER","WALKER COLT","260.149","2","2"
"data.117","sim718","JUDA PAUL","WHITTENBURG DONNELL","WALKER COLT","MALONE BRODY","NEDOROSCIK STEPHEN","255.91","4","0"
"data.118","sim719","JUDA PAUL","MALONE BRODY","WHITTENBURG DONNELL","SUN BLAKE","YOUNG KHOI","255.00725","4","0"
"data.119","sim720","MALONE BRODY","SUN BLAKE","HONG ASHER","WALKER COLT","WHITTENBURG DONNELL","257.28375","3","1"
"data.120","sim721","JUDA PAUL","MALONE BRODY","HONG ASHER","WALKER COLT","NEDOROSCIK STEPHEN","255.3605","3","1"
"data.121","sim722","JUDA PAUL","WALKER COLT","MALONE BRODY","YOUNG KHOI","HONG ASHER","256.381","4","0"
"data.122","sim723","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","WHITTENBURG DONNELL","YOUNG KHOI","259.56025","2","2"
"data.123","sim724","JUDA PAUL","MALONE BRODY","YOUNG KHOI","NEDOROSCIK STEPHEN","WALKER COLT","256.067","3","1"
"data.124","sim725","HONG ASHER","JUDA PAUL","MALONE BRODY","YOUNG KHOI","WHITTENBURG DONNELL","260.0705","2","2"
"data.125","sim726","HONG ASHER","JUDA PAUL","MALONE BRODY","WHITTENBURG DONNELL","YOUNG KHOI","259.56025","3","1"
"data.126","sim727","PHILLIPS CURRAN","HONG ASHER","WHITTENBURG DONNELL","WALKER COLT","YOUNG KHOI","257.67625","3","1"
"data.127","sim728","JUDA PAUL","MALONE BRODY","HONG ASHER","YOUNG KHOI","WHITTENBURG DONNELL","257.0875","3","1"
"data.128","sim729","MALONE BRODY","YOUNG KHOI","JUDA PAUL","WHITTENBURG DONNELL","HONG ASHER","257.99025","3","1"
"data.129","sim730","JUDA PAUL","MALONE BRODY","WHITTENBURG DONNELL","HONG ASHER","NEDOROSCIK STEPHEN","257.91175","2","2"
"data.130","sim731","MALONE BRODY","HONG ASHER","YOUNG KHOI","WALKER COLT","NEDOROSCIK STEPHEN","258.422","3","1"
"data.131","sim732","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","WHITTENBURG DONNELL","YOUNG KHOI","256.538","3","1"
"data.132","sim733","HONG ASHER","JUDA PAUL","MALONE BRODY","YOUNG KHOI","WHITTENBURG DONNELL","259.4425","2","2"
"data.133","sim734","JUDA PAUL","MALONE BRODY","HONG ASHER","YOUNG KHOI","WALKER COLT","257.637","3","1"
"data.134","sim735","MALONE BRODY","PHILLIPS CURRAN","WALKER COLT","HONG ASHER","WHITTENBURG DONNELL","256.7735","3","1"
"data.135","sim736","MALONE BRODY","WHITTENBURG DONNELL","JUDA PAUL","PHILLIPS CURRAN","NEDOROSCIK STEPHEN","258.30425","3","1"
"data.136","sim737","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","YOUNG KHOI","HONG ASHER","258.30425","3","1"
"data.137","sim738","HONG ASHER","JUDA PAUL","MALONE BRODY","YOUNG KHOI","NEDOROSCIK STEPHEN","257.44075","4","0"
"data.138","sim739","JUDA PAUL","MALONE BRODY","WALKER COLT","WHITTENBURG DONNELL","YOUNG KHOI","259.56025","2","2"
"data.139","sim740","JUDA PAUL","MALONE BRODY","WALKER COLT","YOUNG KHOI","HONG ASHER","257.75475","3","1"
"data.140","sim741","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","WALKER COLT","YOUNG KHOI","256.852","3","1"
"data.141","sim742","JUDA PAUL","WALKER COLT","HONG ASHER","WHITTENBURG DONNELL","MALONE BRODY","255.6745","3","1"
"data.142","sim743","JUDA PAUL","WHITTENBURG DONNELL","HONG ASHER","WALKER COLT","MALONE BRODY","255.8315","3","1"
"data.143","sim744","HONG ASHER","JUDA PAUL","MALONE BRODY","YOUNG KHOI","WALKER COLT","258.77525","3","1"
"data.144","sim745","JUDA PAUL","MALONE BRODY","WALKER COLT","YOUNG KHOI","WHITTENBURG DONNELL","257.59775","3","1"
"data.145","sim746","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","WHITTENBURG DONNELL","YOUNG KHOI","259.521","3","1"
"data.146","sim747","JUDA PAUL","MALONE BRODY","WALKER COLT","YOUNG KHOI","HONG ASHER","255.5175","4","0"
"data.147","sim748","HONG ASHER","JUDA PAUL","MALONE BRODY","WHITTENBURG DONNELL","WALKER COLT","257.28375","3","1"
"data.148","sim749","JUDA PAUL","MALONE BRODY","WALKER COLT","HONG ASHER","YOUNG KHOI","254.7325","4","0"
"data.149","sim750","HONG ASHER","JUDA PAUL","MALONE BRODY","YOUNG KHOI","NEDOROSCIK STEPHEN","260.62","1","3"
