"","Simulation","Member1","Member2","Member3","Member4","Member5","Score","Rank","Weight"
"data.26","sim27","JUDA PAUL","MALONE BRODY","RICHARD FRED","MOLDAUER YUL","HONG ASHER","258.85375","3","1"
"data.27","sim28","JUDA PAUL","RICHARD FRED","MALONE BRODY","WALKER COLT","YOUNG KHOI","260.0705","3","1"
"data.28","sim29","MALONE BRODY","WHITTENBURG DONNELL","MOLDAUER YUL","YOUNG KHOI","HONG ASHER","255.94925","3","1"
"data.29","sim30","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","WHITTENBURG DONNELL","LOOS RILEY","256.1455","3","1"
"data.30","sim31","MALONE BRODY","JUDA PAUL","MOLDAUER YUL","YOUNG KHOI","WALKER COLT","259.4425","2","2"
"data.31","sim32","MALONE BRODY","RICHARD FRED","HONG ASHER","WALKER COLT","GUIMARAES VITALIY","258.46125","3","1"
"data.32","sim33","JUDA PAUL","PHILLIPS CURRAN","MOLDAUER YUL","SUN BLAKE","WHITTENBURG DONNELL","258.14725","3","1"
"data.33","sim34","PHILLIPS CURRAN","GUIMARAES VITALIY","HONG ASHER","JUDA PAUL","HALE DALLAS","258.736","3","1"
"data.34","sim35","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","MOLDAUER YUL","HONG ASHER","261.091","2","2"
"data.35","sim36","MALONE BRODY","HONG ASHER","PHILLIPS CURRAN","GUIMARAES VITALIY","WHITTENBURG DONNELL","256.852","3","1"
"data.36","sim37","MALONE BRODY","WHITTENBURG DONNELL","WALKER COLT","YOUNG KHOI","WISKUS SHANE","261.405","1","3"
"data.37","sim38","HONG ASHER","MALONE BRODY","GUIMARAES VITALIY","HALE DALLAS","YOUNG KHOI","259.40325","3","1"
"data.38","sim39","JUDA PAUL","RICHARD FRED","WISKUS SHANE","BOCK CAMERON","YOUNG KHOI","256.49875","3","1"
"data.39","sim40","JUDA PAUL","MALONE BRODY","WISKUS SHANE","MOLDAUER YUL","YOUNG KHOI","261.20875","2","2"
"data.40","sim41","JUDA PAUL","MALONE BRODY","WALKER COLT","GUIMARAES VITALIY","BURKHART TAYLOR","259.05","3","1"
"data.41","sim42","MALONE BRODY","RICHARD FRED","WISKUS SHANE","HONG ASHER","JUDA PAUL","259.521","3","1"
"data.42","sim43","BOCK CAMERON","MALONE BRODY","WHITTENBURG DONNELL","GUIMARAES VITALIY","HALE DALLAS","257.009","3","1"
"data.43","sim44","JUDA PAUL","MALONE BRODY","GUIMARAES VITALIY","WALKER COLT","MOLDAUER YUL","258.46125","3","1"
"data.44","sim45","JUDA PAUL","MALONE BRODY","RICHARD FRED","YOUNG KHOI","MOLDAUER YUL","260.89475","2","2"
"data.45","sim46","JUDA PAUL","MALONE BRODY","WHITTENBURG DONNELL","HALE DALLAS","MOLDAUER YUL","260.463","1","3"
"data.46","sim47","MALONE BRODY","WALKER COLT","WISKUS SHANE","PHILLIPS CURRAN","GUIMARAES VITALIY","260.65925","3","1"
"data.47","sim48","MALONE BRODY","PHILLIPS CURRAN","MOLDAUER YUL","WALKER COLT","HONG ASHER","258.53975","2","2"
"data.48","sim49","MALONE BRODY","GUIMARAES VITALIY","JUDA PAUL","BOCK CAMERON","MOLDAUER YUL","258.61825","3","1"
"data.49","sim50","MALONE BRODY","RICHARD FRED","GUIMARAES VITALIY","BOCK CAMERON","HONG ASHER","255.94925","4","0"
"data.50","sim51","HONG ASHER","MALONE BRODY","CHOU J.R.","SUN BLAKE","WHITTENBURG DONNELL","258.579","3","1"
"data.51","sim52","JUDA PAUL","MALONE BRODY","WALKER COLT","MOLDAUER YUL","BRIONES BRANDON","257.4015","4","0"
"data.52","sim53","MALONE BRODY","MOLDAUER YUL","YOCKERS IGNACIO","JUDA PAUL","YOUNG KHOI","256.6165","3","1"
"data.53","sim54","JUDA PAUL","MALONE BRODY","RICHARD FRED","WHITTENBURG DONNELL","HONG ASHER","259.992","2","2"
"data.54","sim55","MALONE BRODY","RICHARD FRED","HONG ASHER","WALKER COLT","YOUNG KHOI","259.71725","2","2"
"data.55","sim56","MALONE BRODY","RICHARD FRED","JUDA PAUL","MOLDAUER YUL","WHITTENBURG DONNELL","258.265","1","3"
"data.56","sim57","MALONE BRODY","WHITTENBURG DONNELL","JUDA PAUL","MOLDAUER YUL","BOCK CAMERON","257.99025","3","1"
"data.57","sim58","MALONE BRODY","RICHARD FRED","NEDOROSCIK STEPHEN","HONG ASHER","WHITTENBURG DONNELL","258.38275","3","1"
"data.58","sim59","RICHARD FRED","MOLDAUER YUL","WHITTENBURG DONNELL","WISKUS SHANE","NEDOROSCIK STEPHEN","258.22575","3","1"
"data.59","sim60","MALONE BRODY","RICHARD FRED","GUIMARAES VITALIY","MOLDAUER YUL","WALKER COLT","259.521","2","2"
"data.60","sim61","PHILLIPS CURRAN","RICHARD FRED","WHITTENBURG DONNELL","MOLDAUER YUL","YOUNG KHOI","260.149","3","1"
"data.61","sim62","MALONE BRODY","RICHARD FRED","JUDA PAUL","BOCK CAMERON","NEDOROSCIK STEPHEN","256.7735","3","1"
"data.62","sim63","MALONE BRODY","RICHARD FRED","PHILLIPS CURRAN","WALKER COLT","GUIMARAES VITALIY","259.364","2","2"
"data.63","sim64","JUDA PAUL","MALONE BRODY","YOUNG KHOI","BOCK CAMERON","MOLDAUER YUL","257.2445","3","1"
"data.64","sim65","JUDA PAUL","MALONE BRODY","RICHARD FRED","MOLDAUER YUL","YOUNG KHOI","258.893","3","1"
"data.65","sim66","BOCK CAMERON","JUDA PAUL","HONG ASHER","WISKUS SHANE","YOUNG KHOI","255.08575","3","1"
"data.66","sim67","JUDA PAUL","MOLDAUER YUL","YOUNG KHOI","SKIRKEY IAN","HONG ASHER","258.30425","3","1"
"data.67","sim68","JUDA PAUL","RICHARD FRED","YOUNG KHOI","WALKER COLT","WHITTENBURG DONNELL","259.32475","3","1"
"data.68","sim69","MALONE BRODY","WISKUS SHANE","WHITTENBURG DONNELL","HONG ASHER","YOCKERS IGNACIO","257.48","3","1"
"data.69","sim70","MALONE BRODY","RICHARD FRED","LOOS RILEY","MOLDAUER YUL","CHOU J.R.","258.46125","2","2"
"data.70","sim71","MALONE BRODY","RICHARD FRED","YOUNG KHOI","WALKER COLT","WHITTENBURG DONNELL","262.70025","1","3"
"data.71","sim72","MALONE BRODY","JUDA PAUL","HONG ASHER","WHITTENBURG DONNELL","YOUNG KHOI","256.538","3","1"
"data.72","sim73","GUIMARAES VITALIY","BOCK CAMERON","WALKER COLT","WHITTENBURG DONNELL","YOUNG KHOI","259.2855","2","2"
"data.73","sim74","MALONE BRODY","RICHARD FRED","GUIMARAES VITALIY","PHILLIPS CURRAN","HONG ASHER","259.16775","3","1"
"data.74","sim75","MALONE BRODY","RICHARD FRED","MOLDAUER YUL","WHITTENBURG DONNELL","HONG ASHER","259.40325","2","2"
"data.75","sim76","JUDA PAUL","MALONE BRODY","RICHARD FRED","WALKER COLT","LOOS RILEY","257.67625","3","1"
"data.76","sim77","GUIMARAES VITALIY","JUDA PAUL","MALONE BRODY","YOUNG KHOI","HONG ASHER","258.53975","3","1"
"data.77","sim78","BOCK CAMERON","JUDA PAUL","YOUNG KHOI","MALONE BRODY","HONG ASHER","257.75475","3","1"
"data.78","sim79","MALONE BRODY","HONG ASHER","WALKER COLT","WHITTENBURG DONNELL","YOUNG KHOI","258.0295","3","1"
"data.79","sim80","GUIMARAES VITALIY","PHILLIPS CURRAN","WALKER COLT","MOLDAUER YUL","YOUNG KHOI","258.422","3","1"
"data.80","sim81","JUDA PAUL","LASIC IAN","MALONE BRODY","HONG ASHER","YOUNG KHOI","258.30425","3","1"
"data.81","sim82","BRIONES BRANDON","RICHARD FRED","MOLDAUER YUL","WALKER COLT","NEDOROSCIK STEPHEN","258.265","3","1"
"data.82","sim83","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","BOCK CAMERON","HONG ASHER","257.009","4","0"
"data.83","sim84","BOCK CAMERON","JUDA PAUL","MALONE BRODY","KARNES JOSHUA","MOLDAUER YUL","257.637","3","1"
"data.84","sim85","BURKHART TAYLOR","MALONE BRODY","GUIMARAES VITALIY","CHOU J.R.","HONG ASHER","258.30425","3","1"
"data.85","sim86","JUDA PAUL","GUIMARAES VITALIY","HALE DALLAS","NEDOROSCIK STEPHEN","HONG ASHER","259.364","3","1"
"data.86","sim87","JUDA PAUL","MALONE BRODY","RICHARD FRED","WHITTENBURG DONNELL","YOUNG KHOI","260.5415","2","2"
"data.87","sim88","MALONE BRODY","RICHARD FRED","HONG ASHER","MOLDAUER YUL","NEDOROSCIK STEPHEN","259.7565","3","1"
"data.88","sim89","RICHARD FRED","WALKER COLT","WHITTENBURG DONNELL","WISKUS SHANE","MALONE BRODY","256.65575","3","1"
"data.89","sim90","BRIONES BRANDON","MALONE BRODY","MOLDAUER YUL","BOCK CAMERON","HONG ASHER","257.48","3","1"
"data.90","sim91","JUDA PAUL","RICHARD FRED","WISKUS SHANE","BOCK CAMERON","MOLDAUER YUL","255.753","3","1"
"data.91","sim92","MALONE BRODY","PHILLIPS CURRAN","RICHARD FRED","GUIMARAES VITALIY","HONG ASHER","259.364","3","1"
"data.92","sim93","JUDA PAUL","MOLDAUER YUL","MALONE BRODY","NEDOROSCIK STEPHEN","WHITTENBURG DONNELL","259.63875","3","1"
"data.93","sim94","PHILLIPS CURRAN","RICHARD FRED","JUDA PAUL","HONG ASHER","YOUNG KHOI","260.03125","3","1"
"data.94","sim95","JUDA PAUL","MALONE BRODY","YOUNG KHOI","HALE DALLAS","RICHARD FRED","257.91175","3","1"
"data.95","sim96","MALONE BRODY","RICHARD FRED","YOUNG KHOI","GUIMARAES VITALIY","BRIONES BRANDON","258.85375","2","2"
"data.96","sim97","JUDA PAUL","PHILLIPS CURRAN","GUIMARAES VITALIY","MOLDAUER YUL","WHITTENBURG DONNELL","257.59775","3","1"
"data.97","sim98","MALONE BRODY","RICHARD FRED","HONG ASHER","LOOS RILEY","WALKER COLT","256.067","3","1"
"data.98","sim99","JUDA PAUL","MALONE BRODY","GUIMARAES VITALIY","PHILLIPS CURRAN","HONG ASHER","259.71725","3","1"
"data.99","sim100","MALONE BRODY","RICHARD FRED","YOUNG KHOI","WALKER COLT","WHITTENBURG DONNELL","259.1285","3","1"
"data.100","sim101","BURKHART TAYLOR","MALONE BRODY","RICHARD FRED","JUDA PAUL","PHILLIPS CURRAN","258.736","3","1"
"data.101","sim102","BOCK CAMERON","MALONE BRODY","SUN BLAKE","WHITTENBURG DONNELL","GUIMARAES VITALIY","259.71725","3","1"
"data.102","sim103","BRIONES BRANDON","MALONE BRODY","GUIMARAES VITALIY","HONG ASHER","NEDOROSCIK STEPHEN","257.4015","3","1"
"data.103","sim104","JUDA PAUL","MALONE BRODY","RICHARD FRED","WISKUS SHANE","YOUNG KHOI","256.81275","4","0"
"data.104","sim105","MOLDAUER YUL","CHOU J.R.","HONG ASHER","YOUNG KHOI","BURKHART TAYLOR","258.30425","4","0"
"data.105","sim106","MALONE BRODY","PHILLIPS CURRAN","GUIMARAES VITALIY","RICHARD FRED","WISKUS SHANE","258.579","3","1"
"data.106","sim107","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","WALKER COLT","GUIMARAES VITALIY","256.1455","3","1"
"data.107","sim108","JUDA PAUL","MALONE BRODY","RICHARD FRED","GUIMARAES VITALIY","HALE DALLAS","257.28375","3","1"
"data.108","sim109","JUDA PAUL","MALONE BRODY","WALKER COLT","BRIONES BRANDON","YOUNG KHOI","258.265","3","1"
"data.109","sim110","HONG ASHER","MALONE BRODY","GUIMARAES VITALIY","RICHARD FRED","WALKER COLT","259.521","3","1"
"data.110","sim111","MALONE BRODY","RICHARD FRED","WISKUS SHANE","CHOU J.R.","GUIMARAES VITALIY","258.108","3","1"
"data.111","sim112","JUDA PAUL","MALONE BRODY","RICHARD FRED","NEDOROSCIK STEPHEN","HONG ASHER","259.40325","3","1"
"data.112","sim113","MALONE BRODY","RICHARD FRED","WALKER COLT","YOUNG KHOI","WHITTENBURG DONNELL","259.678","3","1"
"data.113","sim114","MALONE BRODY","RICHARD FRED","GUIMARAES VITALIY","WHITTENBURG DONNELL","HONG ASHER","258.06875","3","1"
"data.114","sim115","JUDA PAUL","MOLDAUER YUL","YOUNG KHOI","PHILLIPS CURRAN","MALONE BRODY","259.9135","2","2"
"data.115","sim116","CORMIER MATT","MALONE BRODY","RICHARD FRED","YOUNG KHOI","MOLDAUER YUL","260.42375","2","2"
"data.116","sim117","RICHARD FRED","WISKUS SHANE","MALONE BRODY","WALKER COLT","YOUNG KHOI","259.4425","3","1"
"data.117","sim118","BURKHART TAYLOR","MALONE BRODY","WISKUS SHANE","HONG ASHER","JUDA PAUL","260.34525","1","3"
"data.118","sim119","JUDA PAUL","MALONE BRODY","RICHARD FRED","HONG ASHER","SKIRKEY IAN","258.77525","3","1"
"data.119","sim120","MALONE BRODY","GUIMARAES VITALIY","WISKUS SHANE","LASIC IAN","WHITTENBURG DONNELL","259.63875","3","1"
"data.120","sim121","JUDA PAUL","BOCK CAMERON","HONG ASHER","WALKER COLT","BRIONES BRANDON","257.2445","3","1"
"data.121","sim122","MALONE BRODY","CHOU J.R.","HONG ASHER","BRIONES BRANDON","JUDA PAUL","256.695","4","0"
"data.122","sim123","JUDA PAUL","BURKHART TAYLOR","PHILLIPS CURRAN","WALKER COLT","YOUNG KHOI","259.01075","3","1"
"data.123","sim124","JUDA PAUL","MALONE BRODY","MOLDAUER YUL","RICHARD FRED","YOUNG KHOI","260.65925","2","2"
"data.124","sim125","MALONE BRODY","RICHARD FRED","MOLDAUER YUL","WHITTENBURG DONNELL","YOUNG KHOI","258.422","3","1"
"data.125","sim126","JUDA PAUL","WALKER COLT","WISKUS SHANE","GUIMARAES VITALIY","HONG ASHER","257.36225","3","1"
"data.126","sim127","MALONE BRODY","RICHARD FRED","MOLDAUER YUL","HONG ASHER","YOUNG KHOI","258.85375","3","1"
"data.127","sim128","JUDA PAUL","MALONE BRODY","MOLDAUER YUL","WISKUS SHANE","YOUNG KHOI","258.46125","2","2"
"data.128","sim129","JUDA PAUL","MALONE BRODY","RICHARD FRED","PHILLIPS CURRAN","WHITTENBURG DONNELL","259.79575","3","1"
"data.129","sim130","MALONE BRODY","PHILLIPS CURRAN","MOLDAUER YUL","HONG ASHER","GUIMARAES VITALIY","257.59775","3","1"
"data.130","sim131","MALONE BRODY","RICHARD FRED","WALKER COLT","GUIMARAES VITALIY","WHITTENBURG DONNELL","257.67625","3","1"
"data.131","sim132","MALONE BRODY","RICHARD FRED","HONG ASHER","JUDA PAUL","WHITTENBURG DONNELL","259.48175","3","1"
"data.132","sim133","JUDA PAUL","MALONE BRODY","YOUNG KHOI","PHILLIPS CURRAN","WALKER COLT","257.4015","3","1"
"data.133","sim134","MALONE BRODY","RICHARD FRED","WISKUS SHANE","GUIMARAES VITALIY","HONG ASHER","257.83325","3","1"
"data.134","sim135","HONG ASHER","YOUNG KHOI","SUN BLAKE","WALKER COLT","WHITTENBURG DONNELL","259.01075","2","2"
"data.135","sim136","MALONE BRODY","HONG ASHER","JUDA PAUL","YOUNG KHOI","WHITTENBURG DONNELL","259.05","3","1"
"data.136","sim137","MALONE BRODY","RICHARD FRED","JUDA PAUL","HONG ASHER","WALKER COLT","259.40325","2","2"
"data.137","sim138","JUDA PAUL","YOUNG KHOI","PHILLIPS CURRAN","WALKER COLT","WHITTENBURG DONNELL","257.5585","4","0"
"data.138","sim139","MALONE BRODY","WISKUS SHANE","HALE DALLAS","YOUNG KHOI","WHITTENBURG DONNELL","258.30425","3","1"
"data.139","sim140","RICHARD FRED","WALKER COLT","ALFONSO JAVIER","MOLDAUER YUL","YOUNG KHOI","256.3025","3","1"
"data.140","sim141","MALONE BRODY","RICHARD FRED","JUDA PAUL","MOLDAUER YUL","PHILLIPS CURRAN","259.1285","3","1"
"data.141","sim142","MALONE BRODY","WISKUS SHANE","MOLDAUER YUL","YOUNG KHOI","GUIMARAES VITALIY","260.50225","3","1"
"data.142","sim143","JUDA PAUL","MALONE BRODY","YOUNG KHOI","BOCK CAMERON","HONG ASHER","257.166","3","1"
"data.143","sim144","MALONE BRODY","MOLDAUER YUL","SUN BLAKE","YOUNG KHOI","LOOS RILEY","259.992","1","3"
"data.144","sim145","WALKER COLT","GUIMARAES VITALIY","YOUNG KHOI","WISKUS SHANE","MOLDAUER YUL","255.87075","3","1"
"data.145","sim146","BRIONES BRANDON","JUDA PAUL","PHILLIPS CURRAN","RICHARD FRED","WALKER COLT","258.14725","3","1"
"data.146","sim147","MALONE BRODY","BOCK CAMERON","WALKER COLT","JUDA PAUL","HONG ASHER","259.207","3","1"
"data.147","sim148","MALONE BRODY","RICHARD FRED","WHITTENBURG DONNELL","BOCK CAMERON","YOUNG KHOI","259.364","2","2"
"data.148","sim149","BRIONES BRANDON","JUDA PAUL","MALONE BRODY","MOLDAUER YUL","HONG ASHER","258.422","3","1"
"data.149","sim150","MALONE BRODY","GUIMARAES VITALIY","SKIRKEY IAN","WHITTENBURG DONNELL","HONG ASHER","258.1865","3","1"
