"Country","FullName","Apparatus","SimulationResults","mean"
"GBR","MOSTOWFI SAM","SR","12.75625, 12.246",12.501125
"GBR","NATHAN JOSHUA","SR","13.816, 12.91325",13.364625
"GBR","PRINT OWEN","SR","12.4815, 12.99175",12.736625
"GBR","ROBINSON REMELL","SR","12.91325, 12.7955",12.854375
"GBR","TOBIN ADAM","SR","14.24775, 13.07025",13.659
"GBR","TULLOCH COURTNEY","SR","14.56175, 14.8365",14.699125
"GBR","WEIR DAVID","SR","12.246, 12.12825",12.187125
"GBR","WHITEHOUSE LUKE","SR","13.188, 13.5805",13.38425
"GER","BRENDEL PASCAL","SR","12.75625, 12.874",12.815125
"GER","DAUSER LUKAS","SR","12.91325, 13.22725",13.07025
"GER","DUNKEL NILS","SR","12.04975, 13.61975",12.83475
"GER","HOERR CARLO","SR","13.4235, 13.1095",13.2665
"GER","HOSSEINI MILAN","SR","13.14875, 13.14875",13.14875
"GER","KOCHAN LUCAS","SR","12.91325, 13.031",12.972125
"GER","KUNZ ALEXANDER","SR","11.89275, 13.22725",12.56
"GER","SCHULTZE TOM","SR","13.07025, 13.77675",13.4235
"GER","SISSAKIS DARIO","SR","12.99175, 12.20675",12.59925
"GER","TREBING GLENN","SR","13.031, 13.031",13.031
"HUN","MESZAROS KRISZTOFER","SR","11.8535, 13.2665",12.56
"ISR","DOLGOPYAT ARTEM","SR","13.61975, 13.2665",13.443125
"ITA","ABBADINI YUMIN","SR","13.031, 13.54125",13.286125
"ITA","BARTOLINI NICOLA","SR","13.14875, 12.99175",13.07025
"ITA","BONICELLI LORENZO","SR","12.99175, 12.83475",12.91325
"ITA","CASALI LORENZO","SR","13.2665, 14.01225",13.639375
"ITA","LEVANTESI MATTEO","SR","12.83475, 12.874",12.854375
"ITA","LODADIO MARCO","SR","14.444, 14.601",14.5225
"ITA","MACCHIATI MARIO","SR","12.99175, 13.30575",13.14875
"ITA","MARESCA SALVATORE","SR","14.48325, 14.48325",14.48325
"ITA","ROSA EDOARDO","SR","13.61975, 13.2665",13.443125
"ITA","SARRUGERIO MARCO","SR","13.8945, 13.85525",13.874875
"ITA","VANNUCCHI NICCOLO","SR","6.594, 7.065",6.8295
"JPN","CHIBA KENTA","SR","13.5805, 13.7375",13.659
"JPN","DOI RYOSUKE","SR","12.83475, 12.91325",12.874
"JPN","HASEGAWA TSUYOSHI","SR","13.031, 13.2665",13.14875
"JPN","HASHIMOTO DAIKI","SR","14.32625, 13.93375",14.13
"JPN","KAMOTO YUYA","SR","14.16925, 14.287",14.228125
"JPN","KAWAKAMI SHOHEI","SR","13.54125, 13.345",13.443125
"JPN","KAYA KAZUMA","SR","14.16925, 13.8945",14.031875
"JPN","KIICHI KANETA","SR","13.30575, 13.1095",13.207625
"JPN","KITAZONO TAKERU","SR","11.775, 11.73575",11.755375
"JPN","MAEDA KOKI","SR","13.345, 13.659",13.502
"JPN","MATSUMI KAZUKI","SR","14.01225, 14.13",14.071125
"JPN","MINORI HARUKI","SR","14.24775, 14.87575",14.56175
"JPN","RYOTA TSUMURA","SR","14.16925, 14.09075",14.13
"JPN","SOICHIRO TANABE","SR","14.287, 14.5225",14.40475
"JPN","SUGIMOTO KAITO","SR","13.973, 13.4235",13.69825
"JPN","TACHIBANA SHIGA","SR","13.816, 13.14875",13.482375
"JPN","TANIGAWA KAKERU","SR","13.61975, 13.22725",13.4235
"JPN","TANIGAWA WATARU","SR","14.16925, 13.85525",14.01225
"KAZ","KARIMI MILAD","SR","13.188, 13.1095",13.14875
"KOR","KIM JAEHO","SR","11.97125, 11.73575",11.8535
"KOR","LEE JUNGHYO","SR","12.83475, 12.403",12.618875
"KOR","RYU SUNGHYUN","SR","13.14875, 13.38425",13.2665
"KOR","YUN JINSEONG","SR","13.8945, 13.2665",13.5805
"NED","DE MARTIJN","SR","12.403, 12.75625",12.579625
"NED","GRUENBERG JERMAIN","SR","12.9525, 13.14875",13.050625
"NED","MUNCK LORAN","SR","13.502, 13.38425",13.443125
"NED","SCHMIDT CASIMIR","SR","13.54125, 13.7375",13.639375
"ROU","MUNTEAN ANDREI","SR","13.85525, 14.01225",13.93375
"SUI","BAUMANN CHRISTIAN","SR","13.69825, 13.69825",13.69825
"SUI","FREY ANDRIN","SR","12.99175, 13.22725",13.1095
"SUI","LANGENEGGER FLORIAN","SR","13.30575, 13.14875",13.22725
"SUI","RAUBAL IAN","SR","13.85525, 13.659",13.757125
"SUI","SEIFERT NOE","SR","13.14875, 13.61975",13.38425
"SUI","SERHANI SAMIR","SR","13.4235, 13.22725",13.325375
"SUI","TAMSEL DOMINIC","SR","13.1095, 13.659",13.38425
"TUR","ASIL ADEM","SR","14.287, 14.79725",14.542125
"TUR","COLAK IBRAHIM","SR","14.79725, 15.18975",14.9935
"TUR","GUNDOGDU YUNUS","SR","13.7375, 13.30575",13.521625
"TUR","KOSAK MEHMET","SR","14.32625, 14.48325",14.40475
"TUR","ONDER AHMET","SR","14.01225, 11.932",12.972125
"UKR","CHEPURNYI NAZAR","SR","13.4235, 13.22725",13.325375
"UKR","KOVTUN ILLIA","SR","13.7375, 12.717",13.22725
"UKR","PAKHNIUK PETRO","SR","12.717, 12.75625",12.736625
"UKR","RADIVILOV IGOR","SR","13.973, 14.0515",14.01225
"UKR","STELMAKH RADOMYR","SR","12.67775, 12.75625",12.717
"UKR","VASHCHENKO ROMAN","SR","13.816, 13.973",13.8945
"USA","ALFONSO JAVIER","SR","14.601, 13.973",14.287
"USA","BLIXT LANDEN","SR","12.717, 12.7955",12.75625
"USA","BOCK CAMERON","SR","13.5805, 13.816",13.69825
"USA","BRIONES BRANDON","SR","14.16925, 14.40475",14.287
"USA","BURKHART TAYLOR","SR","13.54125, 13.816",13.678625
"USA","CORMIER MATT","SR","13.5805, 11.73575",12.658125
"USA","DIAB ALEX","SR","14.2085, 14.24775",14.228125
"USA","FREEMAN JACK","SR","12.7955, 12.83475",12.815125
"USA","GAMBOA RAYDEL","SR","11.932, 11.97125",11.951625
"USA","GUIMARAES VITALIY","SR","13.4235, 13.46275",13.443125
"USA","GUNTHER IAN","SR","13.14875, 13.61975",13.38425
"USA","HALE DALLAS","SR","13.1095, 12.6385",12.874
"USA","HONG ASHER","SR","14.0515, 14.2085",14.13
"USA","JAROH MICHAEL","SR","14.09075, 12.874",13.482375
"USA","JUDA PAUL","SR","13.659, 13.816",13.7375
"USA","KARNES JOSHUA","SR","12.56, 12.6385",12.59925
"USA","LASIC IAN","SR","13.22725, 13.659",13.443125
"USA","LOOS RILEY","SR","13.93375, 13.93375",13.93375
"USA","LOPEZ JOSE","SR","12.67775, 13.4235",13.050625
"USA","MALONE BRODY","SR","13.77675, 14.2085",13.992625
"USA","MELTON CALEB","SR","12.4815, 11.89275",12.187125
"USA","MOLDAUER YUL","SR","13.816, 13.93375",13.874875
"USA","NELSON KAMERON","SR","12.91325, 11.89275",12.403
"USA","NUNEZ ZACHARY","SR","12.59925, 12.6385",12.618875
"USA","PEREZ ANDRES","SR","11.2255, 12.089",11.65725
"USA","PETROSYAN VAHE","SR","12.089, 12.44225",12.265625
"USA","RICHARD FRED","SR","13.38425, 12.04975",12.717
"USA","RICHARD FREDERICK","SR","13.659, 13.7375",13.69825
"USA","VAN COLIN","SR","13.46275, 13.188",13.325375
"USA","WALKER COLT","SR","13.22725, 14.0515",13.639375
"USA","WHITTENBURG DONNELL","SR","14.95425, 13.816",14.385125
"USA","WISKUS SHANE","SR","13.659, 13.502",13.5805
"USA","YOCKERS IGNACIO","SR","11.50025, 11.147",11.323625
"USA","YOUNG KHOI","SR","12.403, 12.67775",12.540375
