"Country","FullName","Apparatus","SimulationResults","mean"
"BRA","PEDRO CAROLYNE","VT","12.91325, 13.22725, 13.30575, 12.9525, 12.717, 12.9525, 12.56, 12.83475, 12.717, 13.46275, 13.77675, 13.188, 12.717, 13.22725, 12.9525, 13.031, 12.83475, 13.659, 12.9525, 12.83475, 13.031, 12.99175, 13.07025, 13.659, 12.99175, 13.188, 12.7955, 12.6385, 13.5805, 13.14875, 12.83475, 13.345, 12.99175, 12.91325, 12.59925, 13.54125, 12.9525, 13.07025, 12.83475, 13.345, 13.188, 13.2665, 12.717, 13.2665, 13.1095, 13.1095, 13.031, 12.99175, 13.345, 12.83475, 12.7955, 12.874, 12.91325, 12.4815, 13.46275, 12.83475, 13.4235, 12.36375, 12.75625, 12.403, 12.75625, 12.874, 12.403, 13.22725, 12.7955, 13.031, 13.345, 12.56, 13.188, 12.56, 12.75625, 13.14875, 13.2665, 13.502, 13.22725, 13.345, 13.345, 12.91325, 13.07025, 13.38425, 13.14875, 13.1095, 13.46275, 12.99175, 13.2665, 13.031, 12.75625, 12.52075, 13.30575, 13.22725, 12.717, 13.031, 12.83475, 13.4235, 12.59925, 13.22725, 13.502, 12.75625, 13.07025, 13.07025",13.03257
"BRA","SARAIVA FLAVIA","VT","13.69825, 14.13, 14.16925, 14.32625, 13.85525, 13.93375, 13.38425, 13.61975, 13.77675, 13.816, 13.77675, 14.01225, 13.659, 13.77675, 14.444, 13.816, 13.69825, 13.8945, 13.85525, 13.69825, 13.8945, 13.61975, 13.61975, 13.77675, 14.287, 13.46275, 14.0515, 13.22725, 14.09075, 14.01225, 14.01225, 13.85525, 14.287, 13.77675, 13.85525, 13.77675, 14.0515, 14.09075, 13.61975, 13.5805, 14.01225, 13.93375, 13.4235, 13.85525, 13.7375, 14.13, 13.77675, 14.09075, 13.8945, 14.09075, 13.54125, 13.46275, 13.85525, 13.8945, 13.659, 13.69825, 13.816, 14.601, 13.659, 13.7375, 13.77675, 13.7375, 13.7375, 14.0515, 13.816, 13.93375, 13.7375, 13.69825, 13.7375, 14.0515, 13.2665, 13.69825, 13.93375, 13.659, 13.816, 13.93375, 13.61975, 14.13, 13.5805, 13.22725, 13.85525, 13.85525, 13.22725, 13.8945, 14.2085, 13.22725, 13.93375, 13.77675, 14.0515, 14.16925, 13.659, 14.24775, 13.54125, 13.973, 13.61975, 13.816, 14.5225, 13.8945, 14.32625, 13.85525",13.83955
"BRA","SOARES JULIA","VT","13.07025, 12.99175, 12.83475, 13.22725, 13.2665, 12.717, 13.14875, 12.403, 12.874, 12.44225, 12.874, 12.6385, 12.67775, 12.874, 12.7955, 12.403, 13.22725, 12.7955, 13.38425, 12.0105, 12.56, 12.3245, 13.38425, 12.91325, 12.91325, 13.031, 12.6385, 13.2665, 12.36375, 12.99175, 12.36375, 13.1095, 12.99175, 12.91325, 12.91325, 12.4815, 12.91325, 12.83475, 12.6385, 12.4815, 12.67775, 12.9525, 12.56, 12.36375, 13.30575, 12.56, 12.36375, 12.874, 12.403, 12.717, 12.089, 12.9525, 13.1095, 12.59925, 13.30575, 12.75625, 12.91325, 12.91325, 12.91325, 12.83475, 13.1095, 12.36375, 12.56, 13.188, 12.52075, 13.30575, 12.874, 13.22725, 12.6385, 13.5805, 12.717, 12.91325, 12.83475, 12.59925, 12.874, 12.4815, 12.91325, 12.717, 12.59925, 12.91325, 13.031, 12.717, 12.874, 12.83475, 12.6385, 12.99175, 13.1095, 13.38425, 12.91325, 12.4815, 12.9525, 12.75625, 12.91325, 12.44225, 13.031, 13.1095, 12.91325, 12.44225, 12.9525, 12.717",12.819835
"CAN","BLACK ELLIE","VT","13.46275, 13.93375, 13.502, 14.09075, 14.01225, 14.24775, 14.13, 13.7375, 14.13, 13.77675, 13.77675, 13.54125, 13.8945, 13.77675, 13.69825, 14.09075, 14.13, 14.24775, 13.85525, 13.8945, 13.77675, 14.2085, 13.85525, 13.4235, 14.2085, 14.0515, 13.502, 14.0515, 13.61975, 13.4235, 14.287, 13.69825, 13.7375, 13.61975, 14.16925, 13.973, 13.4235, 13.973, 14.287, 13.46275, 13.816, 13.93375, 13.8945, 13.61975, 13.61975, 13.77675, 14.40475, 14.601, 13.816, 13.816, 14.32625, 13.61975, 14.0515, 13.77675, 13.816, 14.09075, 13.46275, 14.01225, 14.09075, 13.69825, 13.85525, 14.01225, 14.13, 13.7375, 13.93375, 13.61975, 13.7375, 13.77675, 13.659, 14.01225, 13.85525, 14.24775, 14.16925, 14.01225, 13.7375, 14.601, 13.69825, 13.5805, 13.4235, 13.7375, 13.973, 14.0515, 13.7375, 14.287, 13.85525, 14.48325, 13.85525, 13.46275, 13.69825, 14.13, 13.46275, 14.3655, 14.16925, 13.85525, 13.77675, 13.188, 13.7375, 13.93375, 14.3655, 14.01225",13.8886125
"CAN","DENOMM'EE LAURIE","VT","12.59925, 12.44225, 12.59925, 11.932, 12.717, 12.3245, 12.59925, 12.246, 12.28525, 12.20675, 12.403, 13.1095, 12.67775, 12.717, 12.75625, 12.874, 12.20675, 13.502, 13.2665, 12.59925, 12.67775, 12.52075, 12.56, 12.91325, 12.874, 12.9525, 12.9525, 12.1675, 13.031, 12.75625, 12.36375, 12.9525, 12.67775, 12.56, 12.9525, 12.59925, 13.22725, 12.3245, 13.1095, 13.1095, 12.91325, 12.6385, 12.717, 12.44225, 12.717, 12.874, 12.83475, 12.874, 12.3245, 12.99175, 12.59925, 12.75625, 12.99175, 13.2665, 12.67775, 12.67775, 13.14875, 12.56, 13.031, 12.52075, 12.403, 12.6385, 12.44225, 11.932, 12.56, 12.874, 12.99175, 13.345, 12.91325, 12.59925, 12.6385, 12.99175, 13.188, 13.14875, 12.75625, 12.59925, 12.99175, 12.99175, 13.031, 12.44225, 13.38425, 12.4815, 12.717, 13.46275, 12.7955, 13.1095, 13.14875, 13.46275, 12.75625, 12.75625, 12.52075, 12.717, 13.22725, 13.4235, 12.20675, 12.91325, 12.56, 13.77675, 12.717, 13.30575",12.77823
"CAN","DENOMMEE LAURIE","VT","12.59925, 13.345, 13.14875, 13.30575, 13.1095, 13.14875, 13.031, 13.1095, 12.4815, 12.91325, 12.6385, 13.2665, 12.91325, 13.54125, 12.67775, 13.38425, 12.7955, 12.7955, 12.52075, 13.14875, 13.07025, 12.99175, 13.77675, 12.99175, 12.6385, 12.75625, 12.83475, 12.9525, 12.67775, 12.7955, 12.67775, 12.717, 12.52075, 13.4235, 13.61975, 12.99175, 13.22725, 12.83475, 13.61975, 12.6385, 12.83475, 13.188, 12.403, 13.22725, 12.9525, 12.75625, 12.7955, 13.22725, 13.2665, 12.99175, 12.874, 12.7955, 12.75625, 13.38425, 13.1095, 13.973, 12.9525, 13.14875, 12.6385, 12.717, 12.91325, 12.91325, 13.188, 13.031, 13.1095, 13.22725, 12.7955, 13.69825, 13.1095, 13.30575, 12.99175, 12.7955, 12.59925, 12.6385, 13.188, 13.502, 13.22725, 13.30575, 12.91325, 12.717, 13.22725, 13.1095, 12.52075, 13.031, 13.14875, 13.1095, 13.07025, 13.38425, 12.717, 13.031, 13.502, 12.717, 12.7955, 12.9525, 13.031, 13.2665, 12.7955, 12.67775, 13.22725, 12.99175",13.0109825
"CAN","DOWLING JESSICA","VT","12.52075, 12.44225, 12.59925, 10.7545, 10.99, 10.7545, 12.3245, 12.36375, 10.55825, 12.246, 10.833, 11.2255, 12.246, 11.34325, 11.02925, 10.99, 10.99, 12.7955, 11.0685, 12.75625, 11.147, 10.833, 10.99, 11.0685, 11.147, 11.0685, 12.59925, 11.10775, 10.40125, 10.87225, 10.95075, 12.28525, 12.52075, 10.87225, 12.246, 12.403, 12.4815, 12.874, 12.874, 12.67775, 10.9115, 10.71525, 12.9525, 12.6385, 11.42175, 10.79375, 10.99, 11.147, 10.95075, 10.9115, 12.67775, 12.36375, 11.0685, 10.79375, 12.6385, 10.79375, 10.7545, 12.56, 12.52075, 12.4815, 10.79375, 11.0685, 10.79375, 12.403, 10.9115, 10.71525, 13.031, 12.12825, 10.833, 10.9115, 10.9115, 12.246, 12.56, 11.0685, 12.67775, 11.0685, 11.18625, 10.87225, 10.87225, 12.36375, 13.07025, 10.95075, 12.91325, 12.28525, 11.2255, 12.9525, 11.18625, 13.07025, 10.833, 12.089, 10.5975, 12.7955, 12.717, 10.63675, 10.55825, 10.79375, 10.362, 10.99, 10.833, 12.28525",11.6089725
"CAN","LEE CASSANDRA","VT","12.99175, 12.874, 13.30575, 13.345, 12.52075, 12.403, 13.22725, 12.7955, 12.7955, 13.85525, 13.54125, 12.99175, 13.2665, 12.83475, 12.874, 13.4235, 12.56, 13.4235, 12.874, 12.9525, 13.22725, 12.99175, 13.14875, 13.38425, 12.874, 13.14875, 12.91325, 12.44225, 12.9525, 13.07025, 13.14875, 13.30575, 13.54125, 13.38425, 12.75625, 12.91325, 13.14875, 13.38425, 13.1095, 13.2665, 12.6385, 12.874, 13.188, 12.7955, 12.9525, 12.7955, 12.83475, 13.1095, 13.22725, 13.2665, 12.874, 13.345, 13.22725, 13.46275, 12.59925, 13.2665, 13.07025, 13.07025, 13.1095, 13.14875, 13.031, 12.7955, 13.38425, 12.83475, 12.874, 13.46275, 12.717, 13.07025, 12.83475, 13.188, 13.2665, 13.1095, 12.99175, 13.46275, 13.188, 12.56, 13.30575, 13.14875, 12.99175, 13.30575, 13.345, 13.38425, 13.14875, 13.188, 13.031, 13.22725, 13.2665, 13.14875, 12.9525, 12.9525, 13.031, 12.9525, 12.99175, 12.874, 12.6385, 13.22725, 12.91325, 13.188, 13.502, 13.30575",13.0761375
"CAN","PEDRICK DENELLE","VT","13.54125, 13.659, 13.61975, 12.28525, 11.57875, 13.54125, 12.089, 14.13, 13.502, 11.8535, 13.85525, 13.345, 11.42175, 12.246, 12.56, 12.1675, 13.85525, 14.2085, 13.38425, 11.89275, 12.3245, 13.69825, 13.502, 14.0515, 12.3245, 13.54125, 12.12825, 11.34325, 12.52075, 13.973, 14.09075, 14.2085, 13.85525, 13.659, 13.502, 13.659, 13.659, 13.345, 13.85525, 13.38425, 12.52075, 11.5395, 13.973, 13.69825, 14.01225, 11.81425, 13.5805, 13.973, 13.54125, 14.287, 11.147, 11.5395, 14.0515, 12.36375, 13.8945, 11.65725, 13.85525, 14.24775, 13.93375, 12.0105, 12.59925, 14.2085, 14.16925, 13.46275, 14.3655, 13.85525, 13.8945, 13.502, 13.2665, 14.287, 12.1675, 13.345, 11.65725, 12.246, 13.7375, 13.5805, 12.56, 13.85525, 12.4815, 14.0515, 11.65725, 14.2085, 11.775, 11.932, 13.22725, 13.8945, 12.12825, 12.20675, 12.36375, 12.67775, 11.0685, 11.932, 13.816, 12.717, 13.659, 13.5805, 13.69825, 13.07025, 13.30575, 12.28525",13.0949775
"CAN","SPENCE EMMA","VT","13.69825, 14.01225, 13.07025, 12.6385, 13.5805, 13.2665, 12.3245, 13.30575, 12.6385, 12.4815, 13.69825, 12.99175, 13.816, 13.38425, 12.3245, 13.7375, 13.4235, 13.46275, 12.28525, 12.6385, 13.5805, 12.52075, 13.69825, 13.07025, 13.77675, 12.3245, 12.717, 12.67775, 12.246, 13.85525, 13.77675, 13.46275, 13.77675, 13.69825, 12.52075, 13.659, 13.659, 13.7375, 13.54125, 12.59925, 14.287, 12.246, 12.12825, 12.0105, 13.5805, 14.2085, 12.3245, 13.38425, 13.5805, 11.8535, 12.20675, 12.28525, 12.1675, 13.659, 12.67775, 12.20675, 13.54125, 13.61975, 13.69825, 13.345, 13.30575, 14.0515, 12.59925, 14.13, 13.46275, 13.93375, 13.7375, 12.403, 13.5805, 13.77675, 13.7375, 14.01225, 12.99175, 14.0515, 13.502, 13.46275, 12.7955, 12.52075, 12.56, 13.7375, 12.1675, 12.56, 13.69825, 13.816, 13.38425, 13.345, 12.1675, 12.9525, 13.46275, 13.38425, 11.97125, 12.246, 12.67775, 13.30575, 13.61975, 13.14875, 13.5805, 12.0105, 13.54125, 12.52075",13.1460025
"CAN","STEWART AVA","VT","13.38425, 13.22725, 13.30575, 13.61975, 13.8945, 13.14875, 13.30575, 13.69825, 14.0515, 13.14875, 13.14875, 11.10775, 13.345, 11.3825, 13.30575, 13.07025, 13.345, 11.02925, 13.502, 13.7375, 13.5805, 12.9525, 11.2255, 10.71525, 13.502, 13.07025, 13.77675, 13.1095, 13.14875, 10.95075, 10.95075, 13.61975, 13.7375, 13.031, 13.659, 13.22725, 13.2665, 13.345, 13.345, 13.1095, 10.95075, 12.874, 13.5805, 11.2255, 13.30575, 13.30575, 13.2665, 11.34325, 11.02925, 10.95075, 13.61975, 13.38425, 12.9525, 13.5805, 13.07025, 13.69825, 13.502, 13.4235, 13.07025, 13.2665, 13.345, 13.188, 10.79375, 13.345, 12.99175, 13.61975, 13.38425, 13.8945, 12.7955, 13.7375, 13.69825, 13.22725, 10.71525, 11.34325, 13.659, 13.85525, 13.54125, 12.99175, 13.345, 13.46275, 13.85525, 13.69825, 13.502, 13.345, 10.79375, 12.874, 12.99175, 13.77675, 11.42175, 10.99, 13.61975, 13.659, 13.22725, 13.2665, 13.38425, 11.10775, 13.345, 13.61975, 13.30575, 13.4235",12.94622
"CAN","TRAN AURELIE","VT","13.2665, 13.14875, 13.14875, 13.61975, 13.14875, 13.1095, 12.75625, 13.502, 13.2665, 13.07025, 13.188, 13.1095, 13.345, 13.22725, 13.2665, 13.188, 13.14875, 13.07025, 13.30575, 13.4235, 13.30575, 13.659, 13.38425, 12.91325, 12.9525, 13.77675, 13.54125, 13.30575, 13.2665, 13.188, 13.659, 13.93375, 13.2665, 13.659, 12.99175, 13.5805, 13.502, 13.4235, 13.22725, 13.4235, 12.83475, 13.188, 13.46275, 13.30575, 13.345, 13.54125, 12.75625, 13.69825, 13.54125, 12.9525, 13.5805, 13.7375, 13.502, 13.5805, 13.07025, 13.345, 12.874, 13.502, 13.659, 12.403, 13.61975, 13.1095, 13.22725, 13.502, 13.14875, 13.188, 13.502, 12.99175, 13.14875, 13.188, 13.1095, 13.2665, 13.5805, 13.07025, 13.659, 13.14875, 13.14875, 13.38425, 12.874, 13.7375, 13.188, 13.46275, 13.4235, 13.77675, 13.85525, 12.83475, 13.188, 13.38425, 13.2665, 13.46275, 13.54125, 13.1095, 13.93375, 13.54125, 13.14875, 12.91325, 12.59925, 13.54125, 13.816, 13.14875",13.30889
"CAN","TURNER SYDNEY","VT","13.188, 12.59925, 12.874, 12.4815, 12.75625, 12.52075, 12.67775, 12.59925, 12.59925, 12.91325, 12.75625, 12.717, 13.1095, 13.1095, 12.717, 12.9525, 12.91325, 12.874, 12.99175, 12.67775, 12.99175, 13.07025, 12.83475, 12.56, 12.56, 12.28525, 13.07025, 13.07025, 12.52075, 12.91325, 12.83475, 13.07025, 13.1095, 12.874, 12.4815, 12.9525, 12.59925, 12.9525, 12.99175, 13.031, 13.07025, 13.031, 12.67775, 12.99175, 12.56, 12.874, 12.874, 12.36375, 13.1095, 12.4815, 12.9525, 12.91325, 12.6385, 12.67775, 12.6385, 12.9525, 12.717, 12.4815, 12.75625, 12.67775, 12.874, 12.36375, 12.9525, 12.4815, 12.7955, 13.031, 12.56, 12.75625, 12.44225, 12.717, 12.56, 12.52075, 13.14875, 13.46275, 12.59925, 12.99175, 12.9525, 12.874, 13.22725, 12.12825, 13.22725, 12.36375, 12.7955, 12.874, 12.91325, 13.188, 12.44225, 12.36375, 12.52075, 12.874, 12.717, 12.83475, 13.1095, 12.717, 12.6385, 13.22725, 13.1095, 13.22725, 12.7955, 12.75625",12.8037425
