"Country","FullName","Apparatus","SimulationResults","mean"
"GBR","TULLOCH COURTNEY","VT","14.5225, 13.816",14.16925
"GBR","WEIR DAVID","VT","13.4235, 13.7375",13.5805
"GBR","WHITEHOUSE LUKE","VT","14.5225, 14.444",14.48325
"GER","BRENDEL PASCAL","VT","14.2085, 13.4235",13.816
"GER","DAUSER LUKAS","VT","14.287, 14.01225",14.149625
"GER","HOSSEINI MILAN","VT","14.13, 14.16925",14.149625
"GER","KOCHAN LUCAS","VT","14.40475, 14.16925",14.287
"GER","KUNZ ALEXANDER","VT","14.3655, 13.4235",13.8945
"GER","SCHULTZE TOM","VT","13.188, 13.188",13.188
"GER","SISSAKIS DARIO","VT","13.502, 12.874",13.188
"GER","TREBING GLENN","VT","13.69825, 13.61975",13.659
"HUN","MESZAROS KRISZTOFER","VT","13.659, 14.287",13.973
"ISR","DOLGOPYAT ARTEM","VT","13.031, 14.444",13.7375
"ITA","ABBADINI YUMIN","VT","13.7375, 13.54125",13.639375
"ITA","BARTOLINI NICOLA","VT","14.16925, 14.32625",14.24775
"ITA","BONICELLI LORENZO","VT","12.75625, 13.46275",13.1095
"ITA","CASALI LORENZO","VT","14.40475, 14.32625",14.3655
"ITA","GRASSO THOMAS","VT","13.93375, 14.915",14.424375
"ITA","LEVANTESI MATTEO","VT","13.8945, 14.16925",14.031875
"ITA","LODADIO MARCO","VT","14.13, 13.93375",14.031875
"ITA","MACCHIATI MARIO","VT","14.32625, 12.91325",13.61975
"ITA","MARESCA SALVATORE","VT","13.93375, 13.30575",13.61975
"ITA","MOZZATO NICOLO","VT","13.1095, 14.24775",13.678625
"ITA","ROSA EDOARDO","VT","13.46275, 13.4235",13.443125
"ITA","VANNUCCHI NICCOLO","VT","14.01225, 14.64025",14.32625
"JPN","CHIBA KENTA","VT","14.601, 14.32625",14.463625
"JPN","DOI RYOSUKE","VT","14.71875, 14.48325",14.601
"JPN","HASEGAWA TSUYOSHI","VT","14.40475, 13.85525",14.13
"JPN","HASHIMOTO DAIKI","VT","14.5225, 14.40475",14.463625
"JPN","KAWAKAMI SHOHEI","VT","13.1095, 13.2665",13.188
"JPN","KAYA KAZUMA","VT","13.77675, 14.40475",14.09075
"JPN","KEISUKE ASATO","VT","13.1095, 14.6795",13.8945
"JPN","MINAMI KAZUKI","VT","14.32625, 14.915",14.620625
"JPN","TACHIBANA SHIGA","VT","14.48325, 14.0515",14.267375
"JPN","TANIGAWA KAKERU","VT","14.444, 14.3655",14.40475
"JPN","TANIGAWA WATARU","VT","15.072, 14.64025",14.856125
"KAZ","KARIMI MILAD","VT","13.93375, 14.24775",14.09075
"KOR","JUNHO LEE","VT","14.32625, 14.71875",14.5225
"KOR","KIM HANSOL","VT","14.16925, 13.77675",13.973
"KOR","KIM JAEHO","VT","14.24775, 14.24775",14.24775
"KOR","RYU SUNGHYUN","VT","14.3655, 13.2665",13.816
"NED","DE MARTIJN","VT","14.287, 14.24775",14.267375
"NED","GRUENBERG JERMAIN","VT","12.6385, 12.91325",12.775875
"NED","SCHMIDT CASIMIR","VT","14.6795, 14.915",14.79725
"ROU","MUNTEAN ANDREI","VT","14.5225, 13.502",14.01225
"SUI","FREY ANDRIN","VT","14.01225, 12.56",13.286125
"SUI","LANGENEGGER FLORIAN","VT","14.09075, 14.444",14.267375
"SUI","RAUBAL IAN","VT","13.8945, 13.7375",13.816
"SUI","SEIFERT NOE","VT","14.24775, 13.61975",13.93375
"SUI","SERHANI SAMIR","VT","13.5805, 13.816",13.69825
"SUI","SERHANI TAHA","VT","13.61975, 13.61975",13.61975
"TUR","ARICAN FERHAT","VT","13.85525, 13.77675",13.816
"TUR","ASIL ADEM","VT","15.58225, 13.14875",14.3655
"TUR","GUNDOGDU YUNUS","VT","13.659, 13.188",13.4235
"TUR","KOSAK MEHMET","VT","14.0515, 13.816",13.93375
"TUR","OENDER AHMET","VT","14.287, 13.7375",14.01225
"TUR","ONDER AHMET","VT","14.32625, 14.09075",14.2085
"UKR","CHEPURNYI NAZAR","VT","14.71875, 14.64025",14.6795
"UKR","KOVTUN ILLIA","VT","13.14875, 13.77675",13.46275
"UKR","PAKHNIUK PETRO","VT","14.40475, 14.64025",14.5225
"UKR","RADIVILOV IGOR","VT","15.229, 14.40475",14.816875
"UKR","STELMAKH RADOMYR","VT","12.99175, 12.99175",12.99175
"USA","ALFONSO JAVIER","VT","13.14875, 13.188",13.168375
"USA","BLIXT LANDEN","VT","14.2085, 14.0515",14.13
"USA","BOCK CAMERON","VT","13.61975, 14.0515",13.835625
"USA","BRIONES BRANDON","VT","14.64025, 14.2085",14.424375
"USA","BURKHART TAYLOR","VT","13.30575, 14.9935",14.149625
"USA","CORMIER MATT","VT","12.91325, 13.54125",13.22725
"USA","DIAB ALEX","VT","13.54125, 12.91325",13.22725
"USA","FREEMAN JACK","VT","14.444, 13.22725",13.835625
"USA","GAMBOA RAYDEL","VT","13.8945, 14.16925",14.031875
"USA","GUIMARAES VITALIY","VT","14.3655, 14.5225",14.444
"USA","GUNTHER IAN","VT","13.4235, 13.1095",13.2665
"USA","HALE DALLAS","VT","14.8365, 14.287",14.56175
"USA","HONG ASHER","VT","14.6795, 14.64025",14.659875
"USA","JAROH MICHAEL","VT","13.2665, 13.2665",13.2665
"USA","JUDA PAUL","VT","14.87575, 13.93375",14.40475
"USA","KARNES JOSHUA","VT","13.502, 13.38425",13.443125
"USA","LASIC IAN","VT","13.69825, 13.659",13.678625
"USA","LOOS RILEY","VT","14.287, 14.71875",14.502875
"USA","LOPEZ JOSE","VT","13.345, 13.14875",13.246875
"USA","MALONE BRODY","VT","14.8365, 14.5225",14.6795
"USA","MCCOOL CONNOR","VT","13.14875, 13.69825",13.4235
"USA","MELTON CALEB","VT","14.32625, 13.54125",13.93375
"USA","MOLDAUER YUL","VT","14.24775, 14.2085",14.228125
"USA","NELSON KAMERON","VT","14.01225, 14.6795",14.345875
"USA","NUNEZ ZACHARY","VT","12.67775, 12.75625",12.717
"USA","PEREZ ANDRES","VT","13.031, 13.031",13.031
"USA","PETROSYAN VAHE","VT","13.345, 13.14875",13.246875
"USA","PHILLIPS CURRAN","VT","14.6795, 14.444",14.56175
"USA","RICHARD FRED","VT","14.48325, 13.69825",14.09075
"USA","RICHARD FREDERICK","VT","13.54125, 14.758",14.149625
"USA","VAN COLIN","VT","14.287, 14.444",14.3655
"USA","WALKER COLT","VT","14.6795, 12.83475",13.757125
"USA","WHITTENBURG DONNELL","VT","14.16925, 15.072",14.620625
"USA","WISKUS SHANE","VT","13.973, 14.40475",14.188875
"USA","YOCKERS IGNACIO","VT","13.22725, 13.54125",13.38425
"USA","YOUNG KHOI","VT","14.758, 14.56175",14.659875
