"","Combo","BB_Result","FX_Result","UB_Result","VT_Result","AllAround_Result","Total_Result"
"14","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, BOOTH CHARLOTTE, DIAZ STELLA",2.3,3.3,0.6,2.7,4.2,13.1
"15","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, BOOTH CHARLOTTE, DISIDORE AMELIA",2.3,3.3,0.6,2.7,4.2,13.1
"16","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, BOOTH CHARLOTTE, EICHMAN JORDIS",2.3,3.3,0.6,2.7,4.2,13.1
"17","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, BOOTH CHARLOTTE, LINCOLN KALIYA",2.3,3.9,0.6,2.7,4.2,13.7
"18","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, BOOTH CHARLOTTE, ROBERSON JOSCELYN",2.3,3.4,0.6,2.7,4.2,13.2
"19","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, BOOTH CHARLOTTE, WONG LEANNE",2.3,3.4,0.6,3.2,4.3,13.8
"20","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, BOOTH CHARLOTTE, MILLER ZOE",2.3,3.3,1.2,2.7,4.2,13.7
"21","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, BOOTH CHARLOTTE, SUMANASEKERA TIANA",2.3,3.3,0.6,2.8,4.2,13.2
"22","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, CAREY JADE, CHILES JORDAN",2.3,3.5,0.6,3.4,4.3,14.1
"23","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, CAREY JADE, DIAZ STELLA",2.3,3.4,0.6,3.3,4.2,13.8
"24","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, CAREY JADE, DISIDORE AMELIA",2.3,3.4,0.6,3.3,4.2,13.8
"25","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, CAREY JADE, EICHMAN JORDIS",2.3,3.4,0.6,3.3,4.2,13.8
"26","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, CAREY JADE, LINCOLN KALIYA",2.3,4,0.6,3.3,4.2,14.4
"27","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, CAREY JADE, ROBERSON JOSCELYN",2.3,3.5,0.6,3.3,4.2,13.9
"28","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, CAREY JADE, WONG LEANNE",2.3,3.5,0.6,3.8,4.3,14.5
"29","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, CAREY JADE, MILLER ZOE",2.3,3.4,1.2,3.3,4.2,14.4
"30","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, CAREY JADE, SUMANASEKERA TIANA",2.3,3.4,0.6,3.4,4.2,13.9
"31","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, CHILES JORDAN, DIAZ STELLA",2.3,3.4,0.6,2.8,4.3,13.4
"32","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, CHILES JORDAN, DISIDORE AMELIA",2.3,3.4,0.6,2.8,4.3,13.4
"33","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, CHILES JORDAN, EICHMAN JORDIS",2.3,3.4,0.6,2.8,4.3,13.4
"34","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, CHILES JORDAN, LINCOLN KALIYA",2.3,4,0.6,2.8,4.3,14
"35","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, CHILES JORDAN, ROBERSON JOSCELYN",2.3,3.5,0.6,2.8,4.3,13.5
"36","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, CHILES JORDAN, WONG LEANNE",2.3,3.5,0.6,3.3,4.4,14.1
"37","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, CHILES JORDAN, MILLER ZOE",2.3,3.4,1.2,2.8,4.3,14
"38","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, CHILES JORDAN, SUMANASEKERA TIANA",2.3,3.4,0.6,2.9,4.3,13.5
"39","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, DIAZ STELLA, DISIDORE AMELIA",2.3,3.3,0.6,2.7,4.2,13.1
"40","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, DIAZ STELLA, EICHMAN JORDIS",2.3,3.3,0.6,2.7,4.2,13.1
"41","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, DIAZ STELLA, LINCOLN KALIYA",2.3,3.9,0.6,2.7,4.2,13.7
"42","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, DIAZ STELLA, ROBERSON JOSCELYN",2.3,3.4,0.6,2.7,4.2,13.2
"43","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, DIAZ STELLA, WONG LEANNE",2.3,3.4,0.6,3.2,4.3,13.8
"44","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, DIAZ STELLA, MILLER ZOE",2.3,3.3,1.2,2.7,4.2,13.7
"45","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, DIAZ STELLA, SUMANASEKERA TIANA",2.3,3.3,0.6,2.8,4.2,13.2
"46","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, DISIDORE AMELIA, EICHMAN JORDIS",2.3,3.3,0.6,2.7,4.2,13.1
"47","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, DISIDORE AMELIA, LINCOLN KALIYA",2.3,3.9,0.6,2.7,4.2,13.7
"48","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, DISIDORE AMELIA, ROBERSON JOSCELYN",2.3,3.4,0.6,2.7,4.2,13.2
"49","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, DISIDORE AMELIA, WONG LEANNE",2.3,3.4,0.6,3.2,4.3,13.8
"50","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, DISIDORE AMELIA, MILLER ZOE",2.3,3.3,1.2,2.7,4.2,13.7
"51","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, DISIDORE AMELIA, SUMANASEKERA TIANA",2.3,3.3,0.6,2.8,4.2,13.2
"52","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, EICHMAN JORDIS, LINCOLN KALIYA",2.3,3.9,0.6,2.7,4.2,13.7
"53","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, EICHMAN JORDIS, ROBERSON JOSCELYN",2.3,3.4,0.6,2.7,4.2,13.2
"54","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, EICHMAN JORDIS, WONG LEANNE",2.3,3.4,0.6,3.2,4.3,13.8
"55","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, EICHMAN JORDIS, MILLER ZOE",2.3,3.3,1.2,2.7,4.2,13.7
"56","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, EICHMAN JORDIS, SUMANASEKERA TIANA",2.3,3.3,0.6,2.8,4.2,13.2
"57","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, LINCOLN KALIYA, ROBERSON JOSCELYN",2.3,4,0.6,2.7,4.2,13.8
"58","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, LINCOLN KALIYA, WONG LEANNE",2.3,4,0.6,3.2,4.3,14.4
"59","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, LINCOLN KALIYA, MILLER ZOE",2.3,3.9,1.2,2.7,4.2,14.3
"60","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, LINCOLN KALIYA, SUMANASEKERA TIANA",2.3,3.9,0.6,2.8,4.2,13.8
"61","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, ROBERSON JOSCELYN, WONG LEANNE",2.3,3.5,0.6,3.2,4.3,13.9
"62","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, ROBERSON JOSCELYN, MILLER ZOE",2.3,3.4,1.2,2.7,4.2,13.8
"63","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, ROBERSON JOSCELYN, SUMANASEKERA TIANA",2.3,3.4,0.6,2.8,4.2,13.3
"64","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, WONG LEANNE, MILLER ZOE",2.3,3.4,1.2,3.2,4.3,14.4
"65","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, WONG LEANNE, SUMANASEKERA TIANA",2.3,3.4,0.6,3.3,4.3,13.9
"66","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, MILLER ZOE, SUMANASEKERA TIANA",2.3,3.3,1.2,2.8,4.2,13.8
"67","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, SUMANASEKERA TIANA, NA",2.3,3.3,0.6,2.8,4.2,13.2
"68","MCCLAIN KONNOR, BILES SIMONE, JONES SHILESE, SUMANASEKERA TIANA, SUMANASEKERA TIANA",2.3,3.3,0.6,2.8,4.2,13.2
"69","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, BOOTH CHARLOTTE, CAREY JADE",2.1,2.9,0,3.6,3.5,12.1
"70","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, BOOTH CHARLOTTE, CHILES JORDAN",2.1,2.9,0,3.1,3.6,11.7
"71","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, BOOTH CHARLOTTE, DIAZ STELLA",2.1,2.8,0,3,3.5,11.4
"72","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, BOOTH CHARLOTTE, DISIDORE AMELIA",2.1,2.8,0,3,3.5,11.4
"73","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, BOOTH CHARLOTTE, EICHMAN JORDIS",2.1,2.8,0,3,3.5,11.4
"74","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, BOOTH CHARLOTTE, LINCOLN KALIYA",2.1,3.4,0,3,3.5,12
"75","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, BOOTH CHARLOTTE, ROBERSON JOSCELYN",2.1,2.9,0,3,3.5,11.5
"76","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, BOOTH CHARLOTTE, WONG LEANNE",2.1,2.9,0,3.5,3.6,12.1
"77","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, BOOTH CHARLOTTE, MILLER ZOE",2.1,2.8,0.6,3,3.5,12
"78","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, BOOTH CHARLOTTE, SUMANASEKERA TIANA",2.1,2.8,0,3.1,3.5,11.5
"79","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, CAREY JADE, CHILES JORDAN",2.1,3,0,3.7,3.6,12.4
"80","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, CAREY JADE, DIAZ STELLA",2.1,2.9,0,3.6,3.5,12.1
"81","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, CAREY JADE, DISIDORE AMELIA",2.1,2.9,0,3.6,3.5,12.1
"82","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, CAREY JADE, EICHMAN JORDIS",2.1,2.9,0,3.6,3.5,12.1
"83","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, CAREY JADE, LINCOLN KALIYA",2.1,3.5,0,3.6,3.5,12.7
"84","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, CAREY JADE, ROBERSON JOSCELYN",2.1,3,0,3.6,3.5,12.2
"85","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, CAREY JADE, WONG LEANNE",2.1,3,0,4.1,3.6,12.8
"86","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, CAREY JADE, MILLER ZOE",2.1,2.9,0.6,3.6,3.5,12.7
"87","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, CAREY JADE, SUMANASEKERA TIANA",2.1,2.9,0,3.7,3.5,12.2
"88","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, CHILES JORDAN, DIAZ STELLA",2.1,2.9,0,3.1,3.6,11.7
"89","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, CHILES JORDAN, DISIDORE AMELIA",2.1,2.9,0,3.1,3.6,11.7
"90","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, CHILES JORDAN, EICHMAN JORDIS",2.1,2.9,0,3.1,3.6,11.7
"91","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, CHILES JORDAN, LINCOLN KALIYA",2.1,3.5,0,3.1,3.6,12.3
"92","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, CHILES JORDAN, ROBERSON JOSCELYN",2.1,3,0,3.1,3.6,11.8
"93","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, CHILES JORDAN, WONG LEANNE",2.1,3,0,3.6,3.7,12.4
"94","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, CHILES JORDAN, MILLER ZOE",2.1,2.9,0.6,3.1,3.6,12.3
"95","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, CHILES JORDAN, SUMANASEKERA TIANA",2.1,2.9,0,3.2,3.6,11.8
"96","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, DIAZ STELLA, DISIDORE AMELIA",2.1,2.8,0,3,3.5,11.4
"97","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, DIAZ STELLA, EICHMAN JORDIS",2.1,2.8,0,3,3.5,11.4
"98","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, DIAZ STELLA, LINCOLN KALIYA",2.1,3.4,0,3,3.5,12
"99","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, DIAZ STELLA, ROBERSON JOSCELYN",2.1,2.9,0,3,3.5,11.5
"100","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, DIAZ STELLA, WONG LEANNE",2.1,2.9,0,3.5,3.6,12.1
"101","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, DIAZ STELLA, MILLER ZOE",2.1,2.8,0.6,3,3.5,12
"102","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, DIAZ STELLA, SUMANASEKERA TIANA",2.1,2.8,0,3.1,3.5,11.5
"103","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, DISIDORE AMELIA, EICHMAN JORDIS",2.1,2.8,0,3,3.5,11.4
"104","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, DISIDORE AMELIA, LINCOLN KALIYA",2.1,3.4,0,3,3.5,12
"105","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, DISIDORE AMELIA, ROBERSON JOSCELYN",2.1,2.9,0,3,3.5,11.5
"106","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, DISIDORE AMELIA, WONG LEANNE",2.1,2.9,0,3.5,3.6,12.1
"107","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, DISIDORE AMELIA, MILLER ZOE",2.1,2.8,0.6,3,3.5,12
"108","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, DISIDORE AMELIA, SUMANASEKERA TIANA",2.1,2.8,0,3.1,3.5,11.5
"109","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, EICHMAN JORDIS, LINCOLN KALIYA",2.1,3.4,0,3,3.5,12
"110","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, EICHMAN JORDIS, ROBERSON JOSCELYN",2.1,2.9,0,3,3.5,11.5
"111","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, EICHMAN JORDIS, WONG LEANNE",2.1,2.9,0,3.5,3.6,12.1
"112","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, EICHMAN JORDIS, MILLER ZOE",2.1,2.8,0.6,3,3.5,12
"113","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, EICHMAN JORDIS, SUMANASEKERA TIANA",2.1,2.8,0,3.1,3.5,11.5
"114","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, LINCOLN KALIYA, ROBERSON JOSCELYN",2.1,3.5,0,3,3.5,12.1
"115","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, LINCOLN KALIYA, WONG LEANNE",2.1,3.5,0,3.5,3.6,12.7
"116","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, LINCOLN KALIYA, MILLER ZOE",2.1,3.4,0.6,3,3.5,12.6
"117","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, LINCOLN KALIYA, SUMANASEKERA TIANA",2.1,3.4,0,3.1,3.5,12.1
"118","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, ROBERSON JOSCELYN, WONG LEANNE",2.1,3,0,3.5,3.6,12.2
"119","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, ROBERSON JOSCELYN, MILLER ZOE",2.1,2.9,0.6,3,3.5,12.1
"120","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, ROBERSON JOSCELYN, SUMANASEKERA TIANA",2.1,2.9,0,3.1,3.5,11.6
"121","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, WONG LEANNE, MILLER ZOE",2.1,2.9,0.6,3.5,3.6,12.7
"122","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, WONG LEANNE, SUMANASEKERA TIANA",2.1,2.9,0,3.6,3.6,12.2
"123","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, MILLER ZOE, SUMANASEKERA TIANA",2.1,2.8,0.6,3.1,3.5,12.1
"124","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, SUMANASEKERA TIANA, NA",2.1,2.8,0,3.1,3.5,11.5
"125","MCCLAIN KONNOR, BILES SIMONE, BLAKELY SKYE, SUMANASEKERA TIANA, SUMANASEKERA TIANA",2.1,2.8,0,3.1,3.5,11.5
"126","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, CAREY JADE, CHILES JORDAN",2.1,3,0,3.4,3.5,12
"127","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, CAREY JADE, DIAZ STELLA",2.1,2.9,0,3.3,3.4,11.7
"128","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, CAREY JADE, DISIDORE AMELIA",2.1,2.9,0,3.3,3.4,11.7
"129","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, CAREY JADE, EICHMAN JORDIS",2.1,2.9,0,3.3,3.4,11.7
"130","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, CAREY JADE, LINCOLN KALIYA",2.1,3.5,0,3.3,3.4,12.3
"131","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, CAREY JADE, ROBERSON JOSCELYN",2.1,3,0,3.3,3.4,11.8
"132","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, CAREY JADE, WONG LEANNE",2.1,3,0,3.8,3.5,12.4
"133","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, CAREY JADE, MILLER ZOE",2.1,2.9,0.6,3.3,3.4,12.3
"134","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, CAREY JADE, SUMANASEKERA TIANA",2.1,2.9,0,3.4,3.4,11.8
"135","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, CHILES JORDAN, DIAZ STELLA",2.1,2.9,0,2.8,3.5,11.3
"136","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, CHILES JORDAN, DISIDORE AMELIA",2.1,2.9,0,2.8,3.5,11.3
"137","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, CHILES JORDAN, EICHMAN JORDIS",2.1,2.9,0,2.8,3.5,11.3
"138","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, CHILES JORDAN, LINCOLN KALIYA",2.1,3.5,0,2.8,3.5,11.9
"139","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, CHILES JORDAN, ROBERSON JOSCELYN",2.1,3,0,2.8,3.5,11.4
"140","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, CHILES JORDAN, WONG LEANNE",2.1,3,0,3.3,3.6,12
"141","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, CHILES JORDAN, MILLER ZOE",2.1,2.9,0.6,2.8,3.5,11.9
"142","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, CHILES JORDAN, SUMANASEKERA TIANA",2.1,2.9,0,2.9,3.5,11.4
"143","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, DIAZ STELLA, DISIDORE AMELIA",2.1,2.8,0,2.7,3.4,11
"144","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, DIAZ STELLA, EICHMAN JORDIS",2.1,2.8,0,2.7,3.4,11
"145","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, DIAZ STELLA, LINCOLN KALIYA",2.1,3.4,0,2.7,3.4,11.6
"146","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, DIAZ STELLA, ROBERSON JOSCELYN",2.1,2.9,0,2.7,3.4,11.1
"147","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, DIAZ STELLA, WONG LEANNE",2.1,2.9,0,3.2,3.5,11.7
"148","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, DIAZ STELLA, MILLER ZOE",2.1,2.8,0.6,2.7,3.4,11.6
"149","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, DIAZ STELLA, SUMANASEKERA TIANA",2.1,2.8,0,2.8,3.4,11.1
"150","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, DISIDORE AMELIA, EICHMAN JORDIS",2.1,2.8,0,2.7,3.4,11
"151","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, DISIDORE AMELIA, LINCOLN KALIYA",2.1,3.4,0,2.7,3.4,11.6
"152","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, DISIDORE AMELIA, ROBERSON JOSCELYN",2.1,2.9,0,2.7,3.4,11.1
"153","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, DISIDORE AMELIA, WONG LEANNE",2.1,2.9,0,3.2,3.5,11.7
"154","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, DISIDORE AMELIA, MILLER ZOE",2.1,2.8,0.6,2.7,3.4,11.6
"155","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, DISIDORE AMELIA, SUMANASEKERA TIANA",2.1,2.8,0,2.8,3.4,11.1
"156","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, EICHMAN JORDIS, LINCOLN KALIYA",2.1,3.4,0,2.7,3.4,11.6
"157","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, EICHMAN JORDIS, ROBERSON JOSCELYN",2.1,2.9,0,2.7,3.4,11.1
"158","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, EICHMAN JORDIS, WONG LEANNE",2.1,2.9,0,3.2,3.5,11.7
"159","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, EICHMAN JORDIS, MILLER ZOE",2.1,2.8,0.6,2.7,3.4,11.6
"160","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, EICHMAN JORDIS, SUMANASEKERA TIANA",2.1,2.8,0,2.8,3.4,11.1
"161","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, LINCOLN KALIYA, ROBERSON JOSCELYN",2.1,3.5,0,2.7,3.4,11.7
"162","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, LINCOLN KALIYA, WONG LEANNE",2.1,3.5,0,3.2,3.5,12.3
"163","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, LINCOLN KALIYA, MILLER ZOE",2.1,3.4,0.6,2.7,3.4,12.2
"164","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, LINCOLN KALIYA, SUMANASEKERA TIANA",2.1,3.4,0,2.8,3.4,11.7
"165","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, ROBERSON JOSCELYN, WONG LEANNE",2.1,3,0,3.2,3.5,11.8
"166","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, ROBERSON JOSCELYN, MILLER ZOE",2.1,2.9,0.6,2.7,3.4,11.7
"167","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, ROBERSON JOSCELYN, SUMANASEKERA TIANA",2.1,2.9,0,2.8,3.4,11.2
"168","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, WONG LEANNE, MILLER ZOE",2.1,2.9,0.6,3.2,3.5,12.3
"169","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, WONG LEANNE, SUMANASEKERA TIANA",2.1,2.9,0,3.3,3.5,11.8
"170","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, MILLER ZOE, SUMANASEKERA TIANA",2.1,2.8,0.6,2.8,3.4,11.7
"171","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, SUMANASEKERA TIANA, NA",2.1,2.8,0,2.8,3.4,11.1
"172","MCCLAIN KONNOR, BILES SIMONE, BOOTH CHARLOTTE, SUMANASEKERA TIANA, SUMANASEKERA TIANA",2.1,2.8,0,2.8,3.4,11.1
