"Country","FullName","Apparatus","SimulationResults","mean"
"BRA","PEDRO CAROLYNE","BB","12.089, 11.932, 12.56, 12.36375, 12.1675, 12.04975, 12.28525, 12.089, 12.20675, 11.304, 12.246, 11.34325, 11.5395, 12.04975, 11.02925, 12.59925, 12.246, 12.0105, 11.89275, 11.18625, 11.02925, 11.65725, 12.28525, 11.42175, 12.12825, 11.34325, 12.0105, 11.97125, 11.775, 11.775, 11.775, 11.42175, 12.44225, 12.1675, 11.73575, 11.50025, 12.12825, 12.28525, 11.6965, 11.304, 11.10775, 11.73575, 11.461, 12.28525, 11.618, 12.04975, 11.8535, 11.618, 11.5395, 11.147, 12.12825, 12.3245, 11.81425, 11.10775, 12.089, 12.44225, 11.8535, 12.12825, 11.147, 12.04975, 11.0685, 12.04975, 11.34325, 11.6965, 11.50025, 11.775, 11.8535, 11.65725, 12.56, 11.932, 11.6965, 12.3245, 11.81425, 11.3825, 11.81425, 11.57875, 12.1675, 12.0105, 11.97125, 11.26475, 11.57875, 12.089, 11.18625, 11.932, 12.0105, 12.20675, 11.932, 12.403, 12.20675, 11.932, 11.50025, 12.44225, 10.7545, 12.04975, 11.147, 12.1675, 12.1675, 12.089, 12.403, 11.5395",11.8374075
"BRA","SARAIVA FLAVIA","BB","13.07025, 14.16925, 12.83475, 14.0515, 11.81425, 13.8945, 11.775, 11.65725, 13.7375, 14.13, 14.71875, 14.48325, 13.61975, 13.2665, 14.01225, 13.77675, 13.502, 13.1095, 13.85525, 11.34325, 13.7375, 13.22725, 11.81425, 13.345, 11.50025, 13.93375, 13.38425, 13.659, 13.07025, 14.09075, 13.4235, 14.0515, 13.2665, 13.7375, 13.1095, 11.6965, 12.75625, 13.2665, 14.01225, 11.2255, 13.7375, 12.56, 13.345, 11.932, 13.85525, 14.32625, 11.42175, 13.54125, 13.38425, 13.4235, 14.287, 13.8945, 12.59925, 14.01225, 13.4235, 13.22725, 13.46275, 11.34325, 12.75625, 12.4815, 13.7375, 12.9525, 12.52075, 12.67775, 13.345, 12.99175, 11.8535, 13.93375, 11.932, 13.54125, 11.65725, 13.14875, 14.09075, 14.5225, 13.77675, 11.8535, 13.7375, 12.44225, 13.816, 13.54125, 14.32625, 13.816, 14.32625, 13.188, 11.50025, 11.26475, 12.9525, 12.67775, 13.8945, 11.3825, 11.461, 13.8945, 13.93375, 11.618, 14.3655, 14.13, 12.7955, 12.7955, 12.9525, 13.22725",13.14718
"BRA","SOARES JULIA","BB","12.9525, 12.12825, 13.1095, 12.91325, 13.4235, 11.89275, 12.1675, 12.874, 12.4815, 12.20675, 12.1675, 12.91325, 12.44225, 12.1675, 12.91325, 12.28525, 12.67775, 12.12825, 12.67775, 12.1675, 13.4235, 12.91325, 12.99175, 13.07025, 12.67775, 13.031, 12.9525, 12.403, 13.07025, 13.1095, 12.4815, 12.7955, 12.246, 12.089, 13.69825, 12.28525, 13.22725, 12.717, 12.83475, 13.1095, 12.20675, 12.99175, 13.031, 12.7955, 12.089, 13.07025, 12.59925, 12.75625, 12.874, 12.52075, 12.246, 12.3245, 12.403, 12.0105, 12.75625, 12.246, 12.44225, 12.36375, 12.28525, 11.50025, 11.73575, 12.91325, 12.4815, 12.717, 12.59925, 12.7955, 12.3245, 13.30575, 12.9525, 12.6385, 12.3245, 12.717, 12.04975, 12.91325, 12.28525, 12.52075, 12.12825, 12.52075, 13.345, 11.775, 12.3245, 12.83475, 12.56, 13.22725, 12.246, 12.6385, 12.1675, 12.874, 12.04975, 12.9525, 13.30575, 12.089, 12.12825, 12.59925, 12.403, 11.8535, 11.2255, 12.874, 12.56, 12.0105",12.5729525
"CAN","BLACK ELLIE","BB","13.4235, 13.69825, 12.7955, 14.01225, 13.38425, 13.345, 12.99175, 12.7955, 13.1095, 13.46275, 13.345, 13.188, 13.46275, 12.717, 12.52075, 13.816, 13.816, 13.659, 13.8945, 14.13, 12.874, 13.973, 13.93375, 13.14875, 12.83475, 12.91325, 13.4235, 12.874, 12.91325, 13.61975, 13.54125, 13.4235, 13.22725, 12.75625, 13.61975, 13.69825, 12.83475, 13.4235, 12.52075, 14.09075, 13.22725, 13.14875, 13.14875, 13.188, 13.659, 13.07025, 13.93375, 13.5805, 12.874, 13.22725, 12.67775, 13.659, 13.30575, 12.717, 13.2665, 13.2665, 12.99175, 13.30575, 12.99175, 12.874, 12.874, 13.2665, 13.54125, 13.61975, 13.38425, 12.91325, 13.54125, 13.188, 13.659, 13.54125, 13.7375, 13.77675, 13.46275, 13.659, 13.7375, 13.816, 13.61975, 13.07025, 13.816, 12.83475, 12.874, 13.5805, 13.93375, 13.502, 13.22725, 12.75625, 13.7375, 13.5805, 12.7955, 12.9525, 13.188, 12.67775, 13.77675, 13.345, 13.2665, 13.46275, 13.2665, 12.52075, 13.77675, 13.93375",13.325375
"CAN","DENOMM'EE LAURIE","BB","11.57875, 11.57875, 11.73575, 12.089, 11.81425, 11.932, 11.50025, 11.304, 10.95075, 11.6965, 11.3825, 10.9115, 11.65725, 11.6965, 11.65725, 11.5395, 11.73575, 11.81425, 11.304, 11.02925, 11.26475, 11.0685, 11.461, 11.618, 11.775, 11.73575, 11.304, 11.26475, 11.461, 11.3825, 11.3825, 11.618, 11.42175, 11.775, 11.26475, 11.57875, 11.2255, 12.0105, 11.42175, 11.34325, 11.50025, 11.10775, 11.26475, 11.42175, 11.618, 10.9115, 11.3825, 11.73575, 11.57875, 11.5395, 11.50025, 11.73575, 11.57875, 11.461, 11.57875, 11.775, 11.0685, 11.147, 11.50025, 11.304, 11.8535, 10.95075, 11.26475, 11.618, 11.50025, 11.8535, 11.461, 11.42175, 11.34325, 11.8535, 11.3825, 11.26475, 11.50025, 11.81425, 11.65725, 11.3825, 11.5395, 11.57875, 11.26475, 11.5395, 10.87225, 11.97125, 11.618, 11.50025, 11.3825, 11.3825, 11.26475, 11.50025, 11.50025, 11.5395, 11.3825, 11.02925, 11.42175, 11.34325, 11.42175, 11.57875, 11.3825, 11.81425, 11.50025, 11.42175",11.4786625
"CAN","DENOMMEE LAURIE","BB","12.20675, 11.97125, 11.2255, 11.50025, 11.89275, 11.775, 11.26475, 11.10775, 10.99, 10.99, 12.04975, 11.57875, 10.362, 11.18625, 11.81425, 11.26475, 10.5975, 11.618, 11.3825, 10.71525, 10.7545, 11.0685, 10.4405, 10.79375, 11.65725, 11.89275, 10.71525, 12.12825, 11.304, 10.47975, 11.147, 10.55825, 11.618, 11.65725, 11.57875, 11.5395, 10.71525, 11.97125, 11.0685, 11.42175, 11.3825, 12.0105, 11.0685, 11.42175, 11.02925, 11.932, 11.2255, 11.89275, 11.932, 11.57875, 10.79375, 11.02925, 10.7545, 11.18625, 10.7545, 10.95075, 12.04975, 11.10775, 11.02925, 11.147, 12.0105, 10.833, 11.89275, 11.10775, 11.0685, 11.304, 11.932, 11.147, 11.18625, 11.461, 10.9115, 11.97125, 11.73575, 11.0685, 10.99, 10.9115, 11.57875, 10.4405, 10.9115, 10.40125, 10.5975, 11.461, 11.8535, 11.0685, 10.99, 10.99, 11.65725, 10.519, 11.02925, 11.304, 10.9115, 10.71525, 11.97125, 11.10775, 10.87225, 11.304, 11.10775, 11.618, 11.18625, 10.833",11.262395
"CAN","DOWLING JESSICA","BB","11.02925, 11.18625, 10.71525, 10.47975, 11.618, 10.87225, 10.833, 12.246, 10.87225, 12.36375, 11.34325, 11.0685, 11.3825, 10.55825, 11.0685, 11.304, 11.10775, 12.089, 11.57875, 12.20675, 10.99, 10.71525, 10.71525, 11.02925, 11.02925, 10.55825, 10.4405, 11.02925, 12.20675, 12.089, 10.9115, 12.44225, 10.99, 11.34325, 10.71525, 10.63675, 11.97125, 11.18625, 11.18625, 11.34325, 11.3825, 12.44225, 12.28525, 11.461, 11.618, 10.9115, 11.8535, 10.99, 12.1675, 10.9115, 10.71525, 10.95075, 12.089, 11.34325, 11.65725, 10.833, 11.18625, 11.0685, 11.34325, 11.42175, 11.26475, 11.0685, 11.42175, 10.47975, 11.775, 10.99, 11.18625, 11.10775, 11.2255, 10.63675, 11.304, 10.71525, 10.40125, 11.18625, 11.3825, 10.79375, 10.55825, 12.0105, 10.87225, 11.461, 11.18625, 11.10775, 11.2255, 12.1675, 11.304, 10.99, 11.147, 11.775, 10.95075, 12.28525, 10.9115, 11.2255, 11.304, 12.1675, 10.63675, 11.304, 10.5975, 10.9115, 11.461, 11.65725",11.262395
"CAN","HAJJAR MADDISON","BB","12.56, 12.4815, 11.73575, 11.775, 12.44225, 12.04975, 11.8535, 12.9525, 12.717, 12.67775, 12.59925, 12.717, 12.717, 11.73575, 12.36375, 12.44225, 11.775, 11.618, 11.5395, 11.42175, 11.73575, 12.9525, 11.618, 13.07025, 11.89275, 12.4815, 12.089, 11.461, 12.56, 12.52075, 11.18625, 11.97125, 11.775, 12.9525, 12.717, 12.75625, 12.52075, 11.461, 11.57875, 12.403, 11.73575, 11.34325, 11.73575, 11.42175, 12.246, 11.50025, 11.89275, 11.304, 12.6385, 11.42175, 11.89275, 11.50025, 12.246, 11.461, 11.42175, 11.34325, 12.52075, 11.775, 12.7955, 11.2255, 11.461, 11.6965, 11.775, 12.0105, 11.26475, 11.81425, 12.1675, 12.7955, 11.26475, 11.18625, 12.874, 12.3245, 11.73575, 13.031, 12.52075, 11.8535, 11.97125, 11.775, 11.89275, 11.81425, 12.403, 12.36375, 12.717, 11.461, 11.461, 12.83475, 12.0105, 12.6385, 12.83475, 11.6965, 12.9525, 12.20675, 13.1095, 11.89275, 12.4815, 12.28525, 12.36375, 11.34325, 11.26475, 11.57875",12.0642725
"CAN","LEE CASSANDRA","BB","13.345, 11.8535, 13.1095, 9.93025, 12.4815, 9.22375, 12.246, 9.38075, 12.67775, 12.9525, 13.30575, 9.4985, 11.89275, 11.65725, 11.932, 12.6385, 13.1095, 12.1675, 12.717, 13.345, 9.4985, 9.6555, 12.36375, 9.6555, 11.65725, 11.65725, 12.04975, 13.345, 12.83475, 11.775, 11.6965, 12.9525, 12.99175, 9.61625, 12.9525, 9.61625, 13.07025, 9.93025, 13.188, 13.1095, 9.69475, 9.85175, 9.77325, 13.14875, 13.2665, 9.263, 13.345, 9.69475, 9.106, 13.07025, 12.36375, 9.85175, 9.8125, 9.6555, 9.69475, 13.345, 12.1675, 13.1095, 9.891, 13.38425, 12.75625, 12.28525, 13.22725, 12.089, 11.618, 12.67775, 13.345, 12.83475, 9.9695, 12.36375, 9.577, 12.36375, 9.3415, 10.048, 13.07025, 9.891, 9.42, 12.99175, 11.97125, 12.874, 9.263, 9.61625, 12.28525, 11.6965, 13.502, 12.4815, 12.9525, 12.089, 13.14875, 13.1095, 9.577, 12.246, 9.61625, 9.42, 9.22375, 9.4985, 9.8125, 9.77325, 12.9525, 11.97125",11.5552
"CAN","PEDRICK DENELLE","BB","11.304, 11.0685, 11.461, 11.10775, 10.99, 11.42175, 11.50025, 11.89275, 11.81425, 11.34325, 10.95075, 11.73575, 12.7955, 11.34325, 11.5395, 12.75625, 11.81425, 11.304, 12.75625, 12.04975, 13.031, 11.10775, 12.1675, 11.2255, 10.79375, 11.2255, 11.26475, 12.59925, 10.99, 11.81425, 11.6965, 12.717, 10.63675, 11.97125, 11.304, 11.304, 12.04975, 11.6965, 12.7955, 12.28525, 11.02925, 12.717, 12.67775, 11.8535, 12.874, 12.1675, 11.6965, 11.461, 11.57875, 10.99, 12.44225, 12.20675, 11.42175, 11.34325, 13.07025, 12.6385, 12.089, 11.57875, 11.3825, 12.52075, 12.75625, 12.6385, 11.97125, 11.73575, 11.6965, 12.0105, 11.932, 11.5395, 11.18625, 11.02925, 10.7545, 11.775, 10.79375, 12.874, 11.42175, 11.50025, 11.02925, 11.618, 11.618, 11.147, 11.775, 10.7545, 11.65725, 11.42175, 12.04975, 12.874, 11.8535, 12.75625, 11.10775, 11.3825, 11.2255, 10.99, 12.0105, 12.83475, 11.618, 12.67775, 11.57875, 11.775, 12.04975, 11.0685",11.758515
"CAN","RAPOSO CLARA","BB","12.403, 12.67775, 12.36375, 11.89275, 12.246, 12.28525, 12.28525, 11.8535, 12.36375, 12.4815, 12.28525, 12.59925, 12.52075, 12.12825, 12.4815, 12.44225, 12.28525, 12.3245, 12.246, 11.65725, 12.4815, 12.52075, 12.246, 12.04975, 12.20675, 12.3245, 12.6385, 12.403, 12.36375, 12.6385, 12.12825, 12.3245, 12.6385, 12.246, 12.3245, 12.04975, 12.28525, 12.44225, 12.28525, 12.3245, 12.3245, 12.089, 11.89275, 12.28525, 12.56, 12.403, 12.36375, 12.1675, 12.52075, 12.246, 12.089, 12.089, 12.4815, 12.6385, 12.67775, 12.403, 12.12825, 12.1675, 12.56, 12.6385, 12.4815, 12.75625, 12.6385, 11.97125, 12.36375, 12.28525, 12.44225, 12.56, 11.775, 11.97125, 12.246, 11.81425, 12.67775, 12.36375, 12.089, 12.12825, 12.1675, 12.403, 12.20675, 12.28525, 12.91325, 12.3245, 11.97125, 12.83475, 12.36375, 12.56, 12.089, 12.403, 12.246, 12.3245, 12.20675, 12.4815, 12.403, 12.4815, 12.3245, 12.4815, 12.246, 12.04975, 12.874, 12.246",12.32921
